event_id,timestamp,window_id,host,user,process,pid,ppid,src_entity,src_type,relation,dst_entity,dst_type,command,args,return_code,label,stage,attack_step,source,hypothesis_id,R_cross,R_self,reliability,supporting_side_views,supporting_observations
B001849,2026-01-20 12:15:30,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001847,2026-01-20 12:15:36,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001848,2026-01-20 12:15:38,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001854,2026-01-20 12:15:47,W019,ws-dev-02,u_dev,python3,2250,1,python3:2250@ws-dev-02,process,execute,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004964,2026-01-20 12:16:01,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001860,2026-01-20 12:16:09,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001865,2026-01-20 12:16:11,W019,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001866,2026-01-20 12:16:12,W019,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:53509,socket,accept,normal developer ssh accepted,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005021,2026-01-20 12:16:12,W019,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001859,2026-01-20 12:16:13,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001858,2026-01-20 12:16:16,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001861,2026-01-20 12:16:16,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001868,2026-01-20 12:16:16,W019,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/dev/release_notes.txt,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005385,2026-01-20 12:16:16,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001863,2026-01-20 12:16:17,W019,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/home/u_fin/docs/payroll_notes.docx,file,read,normal document access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001864,2026-01-20 12:16:24,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,write,/home/u_fin/docs/payroll_notes_autosave.docx,file,write,autosave office document,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001862,2026-01-20 12:16:28,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001869,2026-01-20 12:16:28,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:51521,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001870,2026-01-20 12:16:29,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003760,2026-01-20 12:16:34,W019,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001867,2026-01-20 12:16:44,W019,ws-dev-02,u_dev,python3,2250,1,python3:2250@ws-dev-02,process,execute,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003478,2026-01-20 12:16:50,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003479,2026-01-20 12:16:51,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,write,/var/cache/portal/session.cache,file,write,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004755,2026-01-20 12:16:51,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004038,2026-01-20 12:16:52,W019,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003605,2026-01-20 12:17:10,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005257,2026-01-20 12:17:11,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003480,2026-01-20 12:17:20,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003481,2026-01-20 12:17:21,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,write,/var/cache/portal/session.cache,file,write,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004916,2026-01-20 12:17:26,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005225,2026-01-20 12:17:36,W019,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal shared file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003900,2026-01-20 12:17:40,W019,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003943,2026-01-20 12:17:40,W019,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001871,2026-01-20 12:17:41,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001873,2026-01-20 12:17:41,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:44968,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001874,2026-01-20 12:17:42,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001872,2026-01-20 12:17:45,W019,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,read,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001876,2026-01-20 12:18:03,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001882,2026-01-20 12:18:03,W019,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001883,2026-01-20 12:18:06,W019,ws-dev-02,u_dev,curl,2221,1,curl:2221@ws-dev-02,process,write,/var/lib/docker/tmp/build-context.tar,file,write,normal development file/cache update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001877,2026-01-20 12:18:11,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001875,2026-01-20 12:18:16,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001878,2026-01-20 12:18:17,W019,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003482,2026-01-20 12:18:22,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003483,2026-01-20 12:18:23,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,write,/var/cache/portal/session.cache,file,write,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001884,2026-01-20 12:18:27,W019,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/public/office_schedule.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001885,2026-01-20 12:18:28,W019,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,write,/srv/share/public/office_schedule.xlsx.lock,file,write,benign lock/update file created by share service,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005101,2026-01-20 12:18:35,W019,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001886,2026-01-20 12:18:36,W019,file-srv-01,svc_backup,backup-agent,1230,1,backup-agent:1230@file-srv-01,process,connect,10.20.1.41:873,socket,connect,backup metadata sync to monitoring server,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001887,2026-01-20 12:18:39,W019,file-srv-01,svc_backup,backup-agent,1230,1,backup-agent:1230@file-srv-01,process,read,/srv/share/.backup-manifest,file,read,normal backup manifest read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004877,2026-01-20 12:18:39,W019,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005141,2026-01-20 12:18:39,W019,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001879,2026-01-20 12:18:40,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001888,2026-01-20 12:18:41,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:60265,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003968,2026-01-20 12:18:41,W019,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001889,2026-01-20 12:18:42,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005501,2026-01-20 12:18:42,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001890,2026-01-20 12:18:43,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001880,2026-01-20 12:18:52,W019,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001881,2026-01-20 12:18:53,W019,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003484,2026-01-20 12:19:08,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003485,2026-01-20 12:19:09,W019,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,write,/var/cache/portal/session.cache,file,write,normal portal cache refresh,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005068,2026-01-20 12:19:14,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001892,2026-01-20 12:19:22,W019,ws-dev-02,u_dev,python3,2250,1,python3:2250@ws-dev-02,process,read,/home/u_dev/src/portal/requirements.txt,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001893,2026-01-20 12:19:37,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:54098,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001894,2026-01-20 12:19:38,W019,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004439,2026-01-20 12:19:38,W019,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004397,2026-01-20 12:19:42,W019,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001891,2026-01-20 12:19:50,W019,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005561,2026-01-20 12:19:57,W019,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001896,2026-01-20 12:20:05,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001895,2026-01-20 12:20:06,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001901,2026-01-20 12:20:06,W020,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001899,2026-01-20 12:20:08,W020,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001898,2026-01-20 12:20:10,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001902,2026-01-20 12:20:13,W020,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
E0041,2026-01-20 12:20:14,W020,portal-web-01,svc_web,portal-sync,4022,4015,portal-sync:4022@portal-web-01,process,write,/var/www/portal/.cache/.sync-state,file,write,write helper state,0,malicious,Persistence,A16,observed,,1.0,1.0,1.0,,
B001905,2026-01-20 12:20:16,W020,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001908,2026-01-20 12:20:16,W020,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/budget_q1.xlsx,file,read,normal smb/nfs shared file access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001897,2026-01-20 12:20:17,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001906,2026-01-20 12:20:18,W020,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001903,2026-01-20 12:20:19,W020,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/srv/share/finance/monthly_summary.xlsx,file,read,normal document access,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001909,2026-01-20 12:20:20,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:42666,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001910,2026-01-20 12:20:21,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005230,2026-01-20 12:20:21,W020,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001904,2026-01-20 12:20:22,W020,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,write,/srv/share/finance/monthly_summary_autosave.xlsx,file,write,autosave office document,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005580,2026-01-20 12:20:31,W020,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001907,2026-01-20 12:20:35,W020,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/home/u_dev/src/portal/requirements.txt,file,read,normal local development/test activity,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001900,2026-01-20 12:20:37,W020,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004228,2026-01-20 12:20:40,W020,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004605,2026-01-20 12:20:43,W020,file-srv-01,svc_backup,rsyncd,1214,1,rsyncd:1214@file-srv-01,process,write,/var/log/rsyncd.log,file,write,normal rsync log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005292,2026-01-20 12:20:43,W020,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003970,2026-01-20 12:20:45,W020,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005126,2026-01-20 12:20:45,W020,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005335,2026-01-20 12:20:54,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005556,2026-01-20 12:21:04,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001916,2026-01-20 12:21:20,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:58204,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001917,2026-01-20 12:21:21,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001918,2026-01-20 12:21:22,W020,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001914,2026-01-20 12:21:26,W020,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001915,2026-01-20 12:21:27,W020,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:53911,socket,accept,normal developer ssh accepted,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B004061,2026-01-20 12:21:31,W020,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001912,2026-01-20 12:21:34,W020,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001911,2026-01-20 12:21:35,W020,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001913,2026-01-20 12:21:35,W020,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005362,2026-01-20 12:21:36,W020,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B005383,2026-01-20 12:21:47,W020,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001921,2026-01-20 12:22:03,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001922,2026-01-20 12:22:03,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001926,2026-01-20 12:22:04,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.41:52570,socket,accept,normal internal https request,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001919,2026-01-20 12:22:05,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001927,2026-01-20 12:22:05,W020,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B003865,2026-01-20 12:22:05,W020,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
B001920,2026-01-20 12:22:15,W020,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign,observed,,1.0,1.0,1.0,,
