# Target corrupted window: W024
Neighbor context C_t = ['W023', 'W024', 'W025']
Stage-1 inconsistency clues for target: corruption_score=4.556342762863228, unsupported_flow_count=1, unsupported_external_flow_count=1, unsupported_metric_clue_count=0, unsupported_metric_zsum=0.0

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W023

### Observed corrupted audit log snippets
- B002179 | 2026-01-20 12:50:02 | W023 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- BF000883 | 2026-01-20 13:00:21~2026-01-20 13:00:27 | W024 | mon-srv-01 10.20.1.41:47256 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1036 bytes_in=3022 | related_audit=B002272
- BF000882 | 2026-01-20 13:00:22~2026-01-20 13:00:27 | W024 | mon-srv-01 10.20.1.41:50287 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1549 bytes_in=4003 | related_audit=B002271
- BF000885 | 2026-01-20 13:00:25~2026-01-20 13:00:31 | W024 | mon-srv-01 10.20.1.41:60510 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=2249 bytes_in=7085 | related_audit=B002275
- BF000884 | 2026-01-20 13:00:27~2026-01-20 13:00:33 | W024 | mon-srv-01 10.20.1.41:45143 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=2169 bytes_in=16783 | related_audit=B002274
- BF000888 | 2026-01-20 13:00:36~2026-01-20 13:00:54 | W024 | ws-finance-01 10.20.1.11:52199 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=3311 bytes_in=41043 | related_audit=B002280
- BF000890 | 2026-01-20 13:01:37~2026-01-20 13:02:01 | W024 | ws-dev-02 10.20.1.12:51849 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=8981 bytes_in=11229 | related_audit=B002290
- BF000891 | 2026-01-20 13:02:06~2026-01-20 13:02:08 | W024 | mon-srv-01 10.20.1.41:51623 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1332 bytes_in=7036 | related_audit=B002294
- BF000894 | 2026-01-20 13:02:12~2026-01-20 13:02:16 | W024 | mon-srv-01 10.20.1.41:55988 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1066 bytes_in=4865 | related_audit=B002297
- BF000892 | 2026-01-20 13:02:17~2026-01-20 13:02:22 | W024 | mon-srv-01 10.20.1.41:49703 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1172 bytes_in=5875 | related_audit=B002295
- BF000893 | 2026-01-20 13:02:17~2026-01-20 13:02:20 | W024 | mon-srv-01 10.20.1.41:47030 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1059 bytes_in=7797 | related_audit=B002296
- BF000895 | 2026-01-20 13:03:13~2026-01-20 13:03:25 | W024 | ws-finance-01 10.20.1.11:56673 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3053 bytes_in=58288 | related_audit=B002304
- BF000896 | 2026-01-20 13:03:31~2026-01-20 13:05:05 | W024 | file-srv-01 10.20.1.21:49302 -> 10.20.1.41:873 | service=RSYNC pattern=backup_sync | bytes_out=27083 bytes_in=7470 | related_audit=B002306
- BF000900 | 2026-01-20 13:04:02~2026-01-20 13:04:08 | W024 | mon-srv-01 10.20.1.41:48702 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1468 bytes_in=4129 | related_audit=B002314
- BF000898 | 2026-01-20 13:04:05~2026-01-20 13:04:08 | W024 | mon-srv-01 10.20.1.41:51381 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=858 bytes_in=7046 | related_audit=B002312
- BF000899 | 2026-01-20 13:04:06~2026-01-20 13:04:11 | W024 | mon-srv-01 10.20.1.41:50793 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=947 bytes_in=5526 | related_audit=B002313
- BF000897 | 2026-01-20 13:04:10~2026-01-20 13:04:12 | W024 | mon-srv-01 10.20.1.41:48690 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1020 bytes_in=5493 | related_audit=B002311
- BF000903 | 2026-01-20 13:05:20~2026-01-20 13:05:29 | W024 | mon-srv-01 10.20.1.41:59135 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1278 bytes_in=18249 | related_audit=B002326
- BF000904 | 2026-01-20 13:05:26~2026-01-20 13:05:38 | W024 | ws-finance-01 10.20.1.11:58261 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=3767 bytes_in=20894 | related_audit=B002327
- BF000901 | 2026-01-20 13:05:41~2026-01-20 13:05:47 | W024 | mon-srv-01 10.20.1.41:53479 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1647 bytes_in=11234 | related_audit=B002324
- BF000902 | 2026-01-20 13:05:51~2026-01-20 13:05:57 | W024 | mon-srv-01 10.20.1.41:45020 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1650 bytes_in=13881 | related_audit=B002325
- BF000905 | 2026-01-20 13:06:04~2026-01-20 13:06:06 | W024 | mon-srv-01 10.20.1.41:55765 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=941 bytes_in=6782 | related_audit=B002332
- BF000909 | 2026-01-20 13:06:10~2026-01-20 13:06:19 | W024 | ws-finance-01 10.20.1.11:48714 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3551 bytes_in=35343 | related_audit=B002337
- BF000908 | 2026-01-20 13:06:11~2026-01-20 13:06:15 | W024 | mon-srv-01 10.20.1.41:58669 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1537 bytes_in=3985 | related_audit=B002335
- BF000906 | 2026-01-20 13:06:15~2026-01-20 13:06:17 | W024 | mon-srv-01 10.20.1.41:44712 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=855 bytes_in=6854 | related_audit=B002333
- BF000910 | 2026-01-20 13:06:16~2026-01-20 13:07:29 | W024 | ws-dev-02 10.20.1.12:42205 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=26715 bytes_in=40320 | related_audit=B002339
- BF000907 | 2026-01-20 13:06:21~2026-01-20 13:06:24 | W024 | mon-srv-01 10.20.1.41:50939 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1479 bytes_in=4532 | related_audit=B002334
- BF000911 | 2026-01-20 13:07:23~2026-01-20 13:07:51 | W024 | ws-dev-02 10.20.1.12:55334 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=4095 bytes_in=164112 | related_audit=B002346
- BF000914 | 2026-01-20 13:08:05~2026-01-20 13:08:09 | W024 | mon-srv-01 10.20.1.41:45490 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1105 bytes_in=4001 | related_audit=B002353
- BF000912 | 2026-01-20 13:08:07~2026-01-20 13:08:12 | W024 | mon-srv-01 10.20.1.41:43913 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1623 bytes_in=6485 | related_audit=B002351
- BF000913 | 2026-01-20 13:08:14~2026-01-20 13:08:20 | W024 | mon-srv-01 10.20.1.41:50140 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1213 bytes_in=6514 | related_audit=B002352
- F0014 | 2026-01-20 13:08:15~2026-01-20 13:08:23 | W024 | portal-web-01 10.20.1.31:49838 -> 198.51.100.77:443 | service=HTTPS pattern=beacon | bytes_out=1300 bytes_in=840 | related_audit=E0047
- BF000915 | 2026-01-20 13:08:20~2026-01-20 13:08:26 | W024 | mon-srv-01 10.20.1.41:44054 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1324 bytes_in=3043 | related_audit=B002354
- BF000916 | 2026-01-20 13:09:14~2026-01-20 13:09:20 | W024 | ws-finance-01 10.20.1.11:46592 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3082 bytes_in=24696 | related_audit=B002361

### Host metric samples
- M001205 | 2026-01-20 13:00:00 | W024 | host=mon-srv-01 | cpu=23.01 mem=63.01 disk_read=113016 disk_write=159597 net_in=17303 net_out=10507 proc_count=117 open_files=413 | hint=prometheus | note=normal baseline
- M001202 | 2026-01-20 13:00:00 | W024 | host=ws-dev-02 | cpu=19.43 mem=50.35 disk_read=124225 disk_write=102275 net_in=5360 net_out=5846 proc_count=126 open_files=373 | hint=dev-shell | note=normal baseline
- M001201 | 2026-01-20 13:00:00 | W024 | host=ws-finance-01 | cpu=18.09 mem=45.32 disk_read=91627 disk_write=38842 net_in=5957 net_out=5246 proc_count=112 open_files=287 | hint=office-apps | note=normal baseline
- M001210 | 2026-01-20 13:01:00 | W024 | host=mon-srv-01 | cpu=20.64 mem=60.57 disk_read=162495 disk_write=215172 net_in=12296 net_out=6632 proc_count=118 open_files=424 | hint=prometheus | note=normal baseline
- M001207 | 2026-01-20 13:01:00 | W024 | host=ws-dev-02 | cpu=21.49 mem=51.52 disk_read=147465 disk_write=149214 net_in=5564 net_out=3915 proc_count=126 open_files=333 | hint=dev-shell | note=normal baseline
- M001206 | 2026-01-20 13:01:00 | W024 | host=ws-finance-01 | cpu=19.16 mem=47.76 disk_read=56857 disk_write=81374 net_in=5777 net_out=1849 proc_count=115 open_files=310 | hint=office-apps | note=normal baseline
- M001213 | 2026-01-20 13:02:00 | W024 | host=file-srv-01 | cpu=16.31 mem=41.08 disk_read=146458 disk_write=55831 net_in=9523 net_out=15729 proc_count=91 open_files=415 | hint=smbd | note=normal baseline
- M001215 | 2026-01-20 13:02:00 | W024 | host=mon-srv-01 | cpu=23.79 mem=60.45 disk_read=79679 disk_write=216941 net_in=16477 net_out=9175 proc_count=114 open_files=421 | hint=prometheus | note=normal baseline
- M001214 | 2026-01-20 13:02:00 | W024 | host=portal-web-01 | cpu=18.58 mem=54.83 disk_read=91229 disk_write=108536 net_in=10892 net_out=7523 proc_count=100 open_files=381 | hint=nginx | note=normal baseline
- M001212 | 2026-01-20 13:02:00 | W024 | host=ws-dev-02 | cpu=20.14 mem=48.86 disk_read=131001 disk_write=83818 net_in=7751 net_out=4196 proc_count=128 open_files=313 | hint=dev-shell | note=normal baseline
- M001211 | 2026-01-20 13:02:00 | W024 | host=ws-finance-01 | cpu=19.14 mem=45.14 disk_read=71361 disk_write=84013 net_in=6549 net_out=3593 proc_count=111 open_files=332 | hint=office-apps | note=normal baseline
- M001220 | 2026-01-20 13:03:00 | W024 | host=mon-srv-01 | cpu=24.23 mem=60.76 disk_read=120320 disk_write=119511 net_in=9198 net_out=8143 proc_count=124 open_files=362 | hint=prometheus | note=normal baseline
- M001219 | 2026-01-20 13:03:00 | W024 | host=portal-web-01 | cpu=18.56 mem=55.34 disk_read=91336 disk_write=115287 net_in=13651 net_out=6584 proc_count=104 open_files=368 | hint=nginx | note=normal baseline
- M001216 | 2026-01-20 13:03:00 | W024 | host=ws-finance-01 | cpu=16.36 mem=45.68 disk_read=82417 disk_write=64237 net_in=6761 net_out=4620 proc_count=112 open_files=301 | hint=office-apps | note=normal baseline
- M001225 | 2026-01-20 13:04:00 | W024 | host=mon-srv-01 | cpu=21.68 mem=61.06 disk_read=99870 disk_write=170191 net_in=9552 net_out=5739 proc_count=122 open_files=402 | hint=prometheus | note=normal baseline
- M001224 | 2026-01-20 13:04:00 | W024 | host=portal-web-01 | cpu=19.01 mem=54.25 disk_read=97205 disk_write=123862 net_in=4143 net_out=12052 proc_count=105 open_files=383 | hint=nginx | note=normal baseline
- M001222 | 2026-01-20 13:04:00 | W024 | host=ws-dev-02 | cpu=18.94 mem=50.09 disk_read=69430 disk_write=153357 net_in=7531 net_out=4714 proc_count=122 open_files=373 | hint=dev-shell | note=normal baseline
- M001228 | 2026-01-20 13:05:00 | W024 | host=file-srv-01 | cpu=16.67 mem=41.4 disk_read=196401 disk_write=103810 net_in=11472 net_out=14308 proc_count=92 open_files=437 | hint=smbd | note=normal baseline
- M001230 | 2026-01-20 13:05:00 | W024 | host=mon-srv-01 | cpu=21.48 mem=60.96 disk_read=153779 disk_write=161738 net_in=9704 net_out=5140 proc_count=118 open_files=428 | hint=prometheus | note=normal baseline
- M001229 | 2026-01-20 13:05:00 | W024 | host=portal-web-01 | cpu=18.71 mem=56.94 disk_read=68816 disk_write=75596 net_in=11861 net_out=4479 proc_count=98 open_files=378 | hint=nginx | note=normal baseline
- M001227 | 2026-01-20 13:05:00 | W024 | host=ws-dev-02 | cpu=17.01 mem=50.98 disk_read=69534 disk_write=114527 net_in=7953 net_out=5131 proc_count=129 open_files=381 | hint=dev-shell | note=normal baseline
- M001235 | 2026-01-20 13:06:00 | W024 | host=mon-srv-01 | cpu=21.43 mem=61.06 disk_read=102502 disk_write=152836 net_in=14416 net_out=10489 proc_count=121 open_files=405 | hint=prometheus | note=normal baseline
- M001232 | 2026-01-20 13:06:00 | W024 | host=ws-dev-02 | cpu=18.61 mem=50.76 disk_read=101173 disk_write=74833 net_in=5034 net_out=4772 proc_count=120 open_files=341 | hint=dev-shell | note=normal baseline
- M001240 | 2026-01-20 13:07:00 | W024 | host=mon-srv-01 | cpu=24.33 mem=61.89 disk_read=111409 disk_write=176217 net_in=15050 net_out=15032 proc_count=113 open_files=412 | hint=prometheus | note=normal baseline
- M001237 | 2026-01-20 13:07:00 | W024 | host=ws-dev-02 | cpu=16.61 mem=49.65 disk_read=90610 disk_write=95607 net_in=3048 net_out=3079 proc_count=125 open_files=356 | hint=dev-shell | note=normal baseline
- M001245 | 2026-01-20 13:08:00 | W024 | host=mon-srv-01 | cpu=22.59 mem=60.87 disk_read=136007 disk_write=209724 net_in=14935 net_out=9389 proc_count=120 open_files=422 | hint=prometheus | note=normal baseline
- M001244 | 2026-01-20 13:08:00 | W024 | host=portal-web-01 | cpu=33.4 mem=54.33 disk_read=119453 disk_write=95171 net_in=11894 net_out=18000 proc_count=116 open_files=349 | hint=portal-sync | note=small periodic outbound network peak without matching rich audit context
- M001242 | 2026-01-20 13:08:00 | W024 | host=ws-dev-02 | cpu=23.09 mem=50.71 disk_read=102181 disk_write=83515 net_in=5418 net_out=6333 proc_count=129 open_files=351 | hint=dev-shell | note=normal baseline
- M001241 | 2026-01-20 13:08:00 | W024 | host=ws-finance-01 | cpu=16.69 mem=46.25 disk_read=74997 disk_write=123348 net_in=5390 net_out=2449 proc_count=110 open_files=354 | hint=office-apps | note=normal baseline
- M001250 | 2026-01-20 13:09:00 | W024 | host=mon-srv-01 | cpu=21.64 mem=60.05 disk_read=132182 disk_write=141632 net_in=13678 net_out=11533 proc_count=114 open_files=441 | hint=prometheus | note=normal baseline

### Host metric clue events
- none

---

## Window W025

### Observed corrupted audit log snippets
- B002368 | 2026-01-20 13:10:03 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002372 | 2026-01-20 13:10:08 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.11:6514 (socket) | cmd=connect | args=collect syslog stream from ws-finance-01
- B002370 | 2026-01-20 13:10:11 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B002367 | 2026-01-20 13:10:12 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B003517 | 2026-01-20 13:10:12 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B002369 | 2026-01-20 13:10:18 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B002377 | 2026-01-20 13:10:19 | W025 | host=ws-finance-01 user=u_fin process=updatedb | updatedb:1902@ws-finance-01 --connect--> 192.0.2.10:443 (socket) | cmd=connect | args=benign package metadata check
- B002382 | 2026-01-20 13:10:19 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002374 | 2026-01-20 13:10:21 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.31:6514 (socket) | cmd=connect | args=collect syslog stream from portal-web-01
- B002375 | 2026-01-20 13:10:22 | W025 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --connect--> 192.0.2.40:993 (socket) | cmd=connect | args=imap mail synchronization
- B002371 | 2026-01-20 13:10:23 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B005549 | 2026-01-20 13:10:24 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002376 | 2026-01-20 13:10:24 | W025 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --write--> /home/u_fin/.thunderbird/cache/index.sqlite (file) | cmd=write | args=update mail cache
- B002378 | 2026-01-20 13:10:25 | W025 | host=ws-finance-01 user=u_fin process=updatedb | updatedb:1902@ws-finance-01 --write--> /var/cache/apt/pkgcache.bin (file) | cmd=write | args=benign package cache update
- B005246 | 2026-01-20 13:10:34 | W025 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B002373 | 2026-01-20 13:10:39 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.12:6514 (socket) | cmd=connect | args=collect syslog stream from ws-dev-02
- B004282 | 2026-01-20 13:10:39 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B002387 | 2026-01-20 13:11:04 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002383 | 2026-01-20 13:11:09 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B005377 | 2026-01-20 13:11:17 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B003961 | 2026-01-20 13:11:19 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B005282 | 2026-01-20 13:11:22 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B004188 | 2026-01-20 13:11:34 | W025 | host=mon-srv-01 user=svc_mon process=suricata | suricata:1420@mon-srv-01 --write--> /var/log/suricata/eve.json (file) | cmd=write | args=normal network sensor write
- B002384 | 2026-01-20 13:11:36 | W025 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- B005275 | 2026-01-20 13:11:40 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B003981 | 2026-01-20 13:11:59 | W025 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B002392 | 2026-01-20 13:12:02 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B002390 | 2026-01-20 13:12:08 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B002391 | 2026-01-20 13:12:09 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B002388 | 2026-01-20 13:12:12 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002389 | 2026-01-20 13:12:14 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002393 | 2026-01-20 13:12:17 | W025 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B002394 | 2026-01-20 13:12:18 | W025 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B003514 | 2026-01-20 13:12:22 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B002399 | 2026-01-20 13:12:23 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B002403 | 2026-01-20 13:13:01 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B003654 | 2026-01-20 13:13:04 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B005051 | 2026-01-20 13:13:07 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --write--> /var/lib/prometheus/wal/000001 (file) | cmd=write | args=normal metric wal write
- B003543 | 2026-01-20 13:13:28 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B002401 | 2026-01-20 13:13:34 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B003541 | 2026-01-20 13:13:37 | W025 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B003810 | 2026-01-20 13:13:40 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B002405 | 2026-01-20 13:14:02 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B002404 | 2026-01-20 13:14:07 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B002407 | 2026-01-20 13:14:09 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B002408 | 2026-01-20 13:14:11 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B002406 | 2026-01-20 13:14:15 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B002409 | 2026-01-20 13:14:16 | W025 | host=ws-dev-02 user=u_dev process=curl | curl:2221@ws-dev-02 --connect--> 192.0.2.30:443 (socket) | cmd=connect | args=normal package/source repository access
- B002410 | 2026-01-20 13:14:19 | W025 | host=ws-dev-02 user=u_dev process=curl | curl:2221@ws-dev-02 --write--> /home/u_dev/src/portal/tests/test_api.py (file) | cmd=write | args=normal development file/cache update
- B002413 | 2026-01-20 13:14:24 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B004930 | 2026-01-20 13:14:32 | W025 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B004164 | 2026-01-20 13:14:39 | W025 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B004892 | 2026-01-20 13:14:46 | W025 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B004325 | 2026-01-20 13:14:56 | W025 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --write--> /var/lib/prometheus/wal/000001 (file) | cmd=write | args=normal metric wal write
- B002420 | 2026-01-20 13:15:04 | W025 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --connect--> 192.0.2.40:993 (socket) | cmd=connect | args=imap mail synchronization
- B002418 | 2026-01-20 13:15:04 | W025 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B002419 | 2026-01-20 13:15:05 | W025 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B002421 | 2026-01-20 13:15:06 | W025 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --write--> /home/u_fin/.thunderbird/cache/index.sqlite (file) | cmd=write | args=update mail cache
- B002415 | 2026-01-20 13:15:19 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.11:6514 (socket) | cmd=connect | args=collect syslog stream from ws-finance-01
- B002417 | 2026-01-20 13:15:27 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.31:6514 (socket) | cmd=connect | args=collect syslog stream from portal-web-01
- B002414 | 2026-01-20 13:15:28 | W025 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
