# Target corrupted window: W006
Neighbor context C_t = ['W005', 'W006', 'W007']
Stage-1 inconsistency clues for target: corruption_score=15.180328959477244, unsupported_flow_count=3, unsupported_external_flow_count=1, unsupported_metric_clue_count=1, unsupported_metric_zsum=4.8

Important instruction: recover missing audit events only for the TARGET window, not for neighboring windows.
Neighboring windows are provided only for temporal continuity.

## Window W005

### Observed corrupted audit log snippets
- B004044 | 2026-01-20 09:50:04 | W005 | host=ws-dev-02 user=u_dev process=docker | docker:2244@ws-dev-02 --read--> /var/lib/docker/containers/config.v2.json (file) | cmd=read | args=normal docker metadata read
- BF000226 | 2026-01-20 10:00:25~2026-01-20 10:00:29 | W006 | mon-srv-01 10.20.1.41:53446 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1784 bytes_in=11064 | related_audit=B000576
- BF000227 | 2026-01-20 10:00:33~2026-01-20 10:00:42 | W006 | mon-srv-01 10.20.1.41:49879 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1893 bytes_in=13870 | related_audit=B000577
- BF000225 | 2026-01-20 10:00:46~2026-01-20 10:00:52 | W006 | mon-srv-01 10.20.1.41:46681 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1840 bytes_in=7726 | related_audit=B000575
- BF000230 | 2026-01-20 10:01:10~2026-01-20 10:02:10 | W006 | ws-dev-02 10.20.1.12:54816 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=5172 bytes_in=51986 | related_audit=B000589
- BF000231 | 2026-01-20 10:02:08~2026-01-20 10:02:11 | W006 | mon-srv-01 10.20.1.41:45458 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1561 bytes_in=6285 | related_audit=B000594
- BF000234 | 2026-01-20 10:02:15~2026-01-20 10:02:18 | W006 | mon-srv-01 10.20.1.41:44359 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1482 bytes_in=3925 | related_audit=B000597
- BF000232 | 2026-01-20 10:02:20~2026-01-20 10:02:24 | W006 | mon-srv-01 10.20.1.41:54016 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1206 bytes_in=6921 | related_audit=B000595
- BF000233 | 2026-01-20 10:02:22~2026-01-20 10:02:24 | W006 | mon-srv-01 10.20.1.41:59641 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1631 bytes_in=4941 | related_audit=B000596
- BF000236 | 2026-01-20 10:03:35~2026-01-20 10:05:21 | W006 | file-srv-01 10.20.1.21:57608 -> 10.20.1.41:873 | service=RSYNC pattern=backup_sync | bytes_out=99706 bytes_in=7697 | related_audit=B000607
- BF000235 | 2026-01-20 10:03:36~2026-01-20 10:03:40 | W006 | ws-finance-01 10.20.1.11:52727 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3772 bytes_in=49797 | related_audit=B000604
- BF000239 | 2026-01-20 10:04:05~2026-01-20 10:04:11 | W006 | mon-srv-01 10.20.1.41:57011 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=827 bytes_in=4108 | related_audit=B000614
- BF000240 | 2026-01-20 10:04:10~2026-01-20 10:04:12 | W006 | mon-srv-01 10.20.1.41:56628 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1709 bytes_in=3417 | related_audit=B000615
- BF000237 | 2026-01-20 10:04:15~2026-01-20 10:04:19 | W006 | mon-srv-01 10.20.1.41:53961 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1721 bytes_in=3959 | related_audit=B000612
- BF000238 | 2026-01-20 10:04:20~2026-01-20 10:04:23 | W006 | mon-srv-01 10.20.1.41:52705 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1745 bytes_in=6715 | related_audit=B000613
- BF000241 | 2026-01-20 10:04:25~2026-01-20 10:04:38 | W006 | ws-finance-01 10.20.1.11:43311 -> 10.20.1.21:445 | service=SMB pattern=file_server_access | bytes_out=2647 bytes_in=181417 | related_audit=B000617
- BF000242 | 2026-01-20 10:05:16~2026-01-20 10:05:21 | W006 | mon-srv-01 10.20.1.41:48972 -> 10.20.1.11:6514 | service=SYSLOG pattern=log_collection | bytes_out=1459 bytes_in=18916 | related_audit=B000625
- BF000245 | 2026-01-20 10:05:24~2026-01-20 10:05:31 | W006 | ws-finance-01 10.20.1.11:58301 -> 192.0.2.40:993 | service=IMAPS pattern=mail_sync | bytes_out=3493 bytes_in=8244 | related_audit=B000628
- BF000246 | 2026-01-20 10:05:32~2026-01-20 10:05:47 | W006 | ws-dev-02 10.20.1.12:44977 -> 192.0.2.30:443 | service=HTTPS pattern=dev_repo_access | bytes_out=9768 bytes_in=191975 | related_audit=B000630
- BF000243 | 2026-01-20 10:05:36~2026-01-20 10:05:40 | W006 | mon-srv-01 10.20.1.41:44573 -> 10.20.1.12:6514 | service=SYSLOG pattern=log_collection | bytes_out=1770 bytes_in=13584 | related_audit=B000626
- BF000244 | 2026-01-20 10:05:38~2026-01-20 10:05:45 | W006 | mon-srv-01 10.20.1.41:50116 -> 10.20.1.31:6514 | service=SYSLOG pattern=log_collection | bytes_out=1574 bytes_in=5050 | related_audit=B000627
- BF000250 | 2026-01-20 10:06:05~2026-01-20 10:06:07 | W006 | mon-srv-01 10.20.1.41:48666 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=947 bytes_in=4423 | related_audit=B000637
- BF000247 | 2026-01-20 10:06:10~2026-01-20 10:06:13 | W006 | mon-srv-01 10.20.1.41:60240 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1792 bytes_in=7086 | related_audit=B000634
- BF000249 | 2026-01-20 10:06:13~2026-01-20 10:06:17 | W006 | mon-srv-01 10.20.1.41:43905 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1346 bytes_in=7729 | related_audit=B000636
- BF000251 | 2026-01-20 10:06:16~2026-01-20 10:06:24 | W006 | ws-finance-01 10.20.1.11:45396 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=3966 bytes_in=47638 | related_audit=B000639
- F0004 | 2026-01-20 10:06:18~2026-01-20 10:06:30 | W006 | ws-finance-01 10.20.1.11:49310 -> 198.51.100.77:443 | service=HTTPS pattern=first_checkin | bytes_out=1140 bytes_in=1780 | related_audit=
- BF000248 | 2026-01-20 10:06:22~2026-01-20 10:06:27 | W006 | mon-srv-01 10.20.1.41:55904 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1143 bytes_in=6604 | related_audit=B000635
- BF000252 | 2026-01-20 10:06:40~2026-01-20 10:07:36 | W006 | ws-dev-02 10.20.1.12:46279 -> 10.20.1.31:22 | service=SSH pattern=dev_ssh | bytes_out=32477 bytes_in=40738 | related_audit=B000641
- BF000253 | 2026-01-20 10:08:02~2026-01-20 10:08:08 | W006 | mon-srv-01 10.20.1.41:59879 -> 10.20.1.11:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1369 bytes_in=5871 | related_audit=B000652
- BF000256 | 2026-01-20 10:08:05~2026-01-20 10:08:07 | W006 | mon-srv-01 10.20.1.41:54353 -> 10.20.1.31:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1341 bytes_in=8230 | related_audit=B000655
- BF000255 | 2026-01-20 10:08:16~2026-01-20 10:08:20 | W006 | mon-srv-01 10.20.1.41:49653 -> 10.20.1.21:9100 | service=METRIC pattern=metrics_scrape | bytes_out=1005 bytes_in=5461 | related_audit=B000654
- BF000254 | 2026-01-20 10:08:17~2026-01-20 10:08:23 | W006 | mon-srv-01 10.20.1.41:55243 -> 10.20.1.12:9100 | service=METRIC pattern=metrics_scrape | bytes_out=977 bytes_in=8644 | related_audit=B000653
- BF000257 | 2026-01-20 10:08:37~2026-01-20 10:08:48 | W006 | ws-finance-01 10.20.1.11:44690 -> 10.20.1.21:445 | service=SMB pattern=file_server_access | bytes_out=5039 bytes_in=317375 | related_audit=B000657
- BF000258 | 2026-01-20 10:09:39~2026-01-20 10:09:54 | W006 | ws-finance-01 10.20.1.11:45363 -> 10.20.1.31:443 | service=HTTPS pattern=portal_browsing | bytes_out=2721 bytes_in=42265 | related_audit=B000662

### Host metric samples
- M000305 | 2026-01-20 10:00:00 | W006 | host=mon-srv-01 | cpu=25.38 mem=62.53 disk_read=140108 disk_write=201650 net_in=17294 net_out=12933 proc_count=118 open_files=414 | hint=prometheus | note=normal baseline
- M000310 | 2026-01-20 10:01:00 | W006 | host=mon-srv-01 | cpu=25.65 mem=62.85 disk_read=134040 disk_write=170536 net_in=12322 net_out=9655 proc_count=118 open_files=397 | hint=prometheus | note=normal baseline
- M000309 | 2026-01-20 10:01:00 | W006 | host=portal-web-01 | cpu=24.89 mem=56.77 disk_read=122530 disk_write=110427 net_in=5800 net_out=7834 proc_count=101 open_files=375 | hint=nginx | note=normal baseline
- M000307 | 2026-01-20 10:01:00 | W006 | host=ws-dev-02 | cpu=25.65 mem=52.45 disk_read=109130 disk_write=110776 net_in=7532 net_out=5086 proc_count=123 open_files=363 | hint=dev-shell | note=normal baseline
- M000306 | 2026-01-20 10:01:00 | W006 | host=ws-finance-01 | cpu=24.17 mem=48.78 disk_read=69821 disk_write=110000 net_in=4534 net_out=4524 proc_count=116 open_files=344 | hint=office-apps | note=normal baseline
- M000315 | 2026-01-20 10:02:00 | W006 | host=mon-srv-01 | cpu=26.46 mem=62.02 disk_read=116113 disk_write=169688 net_in=15775 net_out=7100 proc_count=115 open_files=409 | hint=prometheus | note=normal baseline
- M000314 | 2026-01-20 10:02:00 | W006 | host=portal-web-01 | cpu=23.33 mem=57.09 disk_read=92825 disk_write=85880 net_in=7915 net_out=10093 proc_count=98 open_files=400 | hint=nginx | note=normal baseline
- M000312 | 2026-01-20 10:02:00 | W006 | host=ws-dev-02 | cpu=25.71 mem=53.37 disk_read=124751 disk_write=120417 net_in=7683 net_out=5840 proc_count=127 open_files=402 | hint=dev-shell | note=normal baseline
- M000320 | 2026-01-20 10:03:00 | W006 | host=mon-srv-01 | cpu=25.41 mem=63.41 disk_read=154482 disk_write=183995 net_in=13990 net_out=11941 proc_count=123 open_files=396 | hint=prometheus | note=normal baseline
- M000316 | 2026-01-20 10:03:00 | W006 | host=ws-finance-01 | cpu=23.92 mem=46.7 disk_read=90819 disk_write=89377 net_in=2908 net_out=4590 proc_count=109 open_files=309 | hint=office-apps | note=normal baseline
- M000323 | 2026-01-20 10:04:00 | W006 | host=file-srv-01 | cpu=23.23 mem=43.29 disk_read=146163 disk_write=109261 net_in=8328 net_out=9712 proc_count=97 open_files=402 | hint=smbd | note=normal baseline
- M000325 | 2026-01-20 10:04:00 | W006 | host=mon-srv-01 | cpu=28.74 mem=61.06 disk_read=95909 disk_write=171181 net_in=18276 net_out=7300 proc_count=115 open_files=429 | hint=prometheus | note=normal baseline
- M000324 | 2026-01-20 10:04:00 | W006 | host=portal-web-01 | cpu=23.24 mem=57.21 disk_read=102831 disk_write=123692 net_in=10583 net_out=5254 proc_count=103 open_files=310 | hint=nginx | note=normal baseline
- M000322 | 2026-01-20 10:04:00 | W006 | host=ws-dev-02 | cpu=23.7 mem=50.95 disk_read=154756 disk_write=87110 net_in=5931 net_out=7731 proc_count=128 open_files=401 | hint=dev-shell | note=normal baseline
- M000321 | 2026-01-20 10:04:00 | W006 | host=ws-finance-01 | cpu=46.2 mem=50.1 disk_read=182000 disk_write=340000 net_in=5281 net_out=2200 proc_count=129 open_files=402 | hint=update-check | note=pre-helper activity
- M000330 | 2026-01-20 10:05:00 | W006 | host=mon-srv-01 | cpu=26.33 mem=62.85 disk_read=94454 disk_write=231032 net_in=14898 net_out=10979 proc_count=114 open_files=382 | hint=prometheus | note=normal baseline
- M000329 | 2026-01-20 10:05:00 | W006 | host=portal-web-01 | cpu=24.5 mem=57.11 disk_read=100833 disk_write=80914 net_in=8948 net_out=8642 proc_count=105 open_files=365 | hint=nginx | note=normal baseline
- M000327 | 2026-01-20 10:05:00 | W006 | host=ws-dev-02 | cpu=25.55 mem=51.42 disk_read=120243 disk_write=123300 net_in=7510 net_out=4775 proc_count=130 open_files=384 | hint=dev-shell | note=normal baseline
- M000326 | 2026-01-20 10:05:00 | W006 | host=ws-finance-01 | cpu=82.4 mem=53.8 disk_read=248000 disk_write=2750000 net_in=4825 net_out=4100 proc_count=145 open_files=548 | hint=maintenance-helper | note=elevated shell and persistence write burst
- M000335 | 2026-01-20 10:06:00 | W006 | host=mon-srv-01 | cpu=28.06 mem=64.25 disk_read=120925 disk_write=190629 net_in=20853 net_out=11859 proc_count=121 open_files=429 | hint=prometheus | note=normal baseline
- M000332 | 2026-01-20 10:06:00 | W006 | host=ws-dev-02 | cpu=23.09 mem=51.92 disk_read=101215 disk_write=96228 net_in=7606 net_out=4495 proc_count=128 open_files=347 | hint=dev-shell | note=normal baseline
- M000331 | 2026-01-20 10:06:00 | W006 | host=ws-finance-01 | cpu=77.1 mem=54.2 disk_read=220000 disk_write=2140000 net_in=4985 net_out=3900 proc_count=143 open_files=531 | hint=sh | note=continued persistence disk writes
- M000340 | 2026-01-20 10:07:00 | W006 | host=mon-srv-01 | cpu=24.64 mem=64.08 disk_read=109086 disk_write=202935 net_in=11673 net_out=10981 proc_count=116 open_files=412 | hint=prometheus | note=normal baseline
- M000345 | 2026-01-20 10:08:00 | W006 | host=mon-srv-01 | cpu=26.8 mem=65.25 disk_read=129402 disk_write=237470 net_in=19531 net_out=10940 proc_count=115 open_files=406 | hint=prometheus | note=normal baseline
- M000344 | 2026-01-20 10:08:00 | W006 | host=portal-web-01 | cpu=26.5 mem=54.88 disk_read=104954 disk_write=121247 net_in=12514 net_out=9843 proc_count=101 open_files=349 | hint=nginx | note=normal baseline
- M000342 | 2026-01-20 10:08:00 | W006 | host=ws-dev-02 | cpu=24.86 mem=54.73 disk_read=129242 disk_write=149544 net_in=6563 net_out=5841 proc_count=128 open_files=353 | hint=dev-shell | note=normal baseline
- M000341 | 2026-01-20 10:08:00 | W006 | host=ws-finance-01 | cpu=48.6 mem=52.7 disk_read=196000 disk_write=620000 net_in=2864 net_out=6371 proc_count=132 open_files=421 | hint=cron | note=cron reads new entry
- M000350 | 2026-01-20 10:09:00 | W006 | host=mon-srv-01 | cpu=27.78 mem=62.47 disk_read=151419 disk_write=211128 net_in=13357 net_out=15688 proc_count=118 open_files=378 | hint=prometheus | note=normal baseline
- M000349 | 2026-01-20 10:09:00 | W006 | host=portal-web-01 | cpu=23.16 mem=58.36 disk_read=93248 disk_write=87587 net_in=7838 net_out=7080 proc_count=99 open_files=386 | hint=nginx | note=normal baseline
- M000347 | 2026-01-20 10:09:00 | W006 | host=ws-dev-02 | cpu=26.89 mem=51.11 disk_read=114584 disk_write=110545 net_in=9429 net_out=5423 proc_count=133 open_files=354 | hint=dev-shell | note=normal baseline

### Host metric clue events
- ME0003 | 2026-01-20 10:04:30~2026-01-20 10:07:00 | W006 | host=ws-finance-01 event_type=privilege_escalation_burst metric=cpu_percent+proc_count z=4.8 | hint=maintenance-helper | desc=short CPU/process burst during missing PE context
- ME0004 | 2026-01-20 10:05:00~2026-01-20 10:07:00 | W006 | host=ws-finance-01 event_type=persistence_write_burst metric=disk_write_bytes z=6.4 | hint=sh/syswatch | desc=abnormal disk writes before syswatch appears in later logs

---

## Window W007

### Observed corrupted audit log snippets
- B003848 | 2026-01-20 10:10:01 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B004458 | 2026-01-20 10:10:01 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000669 | 2026-01-20 10:10:03 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000668 | 2026-01-20 10:10:08 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B000670 | 2026-01-20 10:10:13 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000672 | 2026-01-20 10:10:15 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000671 | 2026-01-20 10:10:16 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B000675 | 2026-01-20 10:10:17 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.31:6514 (socket) | cmd=connect | args=collect syslog stream from portal-web-01
- B000678 | 2026-01-20 10:10:19 | W007 | host=ws-finance-01 user=u_fin process=updatedb | updatedb:1902@ws-finance-01 --connect--> 192.0.2.10:443 (socket) | cmd=connect | args=benign package metadata check
- B005019 | 2026-01-20 10:10:21 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000674 | 2026-01-20 10:10:22 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.12:6514 (socket) | cmd=connect | args=collect syslog stream from ws-dev-02
- B000679 | 2026-01-20 10:10:25 | W007 | host=ws-finance-01 user=u_fin process=updatedb | updatedb:1902@ws-finance-01 --write--> /var/cache/apt/pkgcache.bin (file) | cmd=write | args=benign package cache update
- B000683 | 2026-01-20 10:10:26 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B000673 | 2026-01-20 10:10:38 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.11:6514 (socket) | cmd=connect | args=collect syslog stream from ws-finance-01
- B004692 | 2026-01-20 10:10:41 | W007 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B000676 | 2026-01-20 10:10:46 | W007 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --connect--> 192.0.2.40:993 (socket) | cmd=connect | args=imap mail synchronization
- B000677 | 2026-01-20 10:10:48 | W007 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --write--> /home/u_fin/.thunderbird/cache/index.sqlite (file) | cmd=write | args=update mail cache
- B000689 | 2026-01-20 10:11:12 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B000687 | 2026-01-20 10:11:16 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /home/u_dev/src/portal/requirements.txt (file) | cmd=read | args=normal local development/test activity
- B000685 | 2026-01-20 10:11:24 | W007 | host=ws-dev-02 user=u_dev process=ssh | ssh:2201@ws-dev-02 --connect--> 10.20.1.31:22 (socket) | cmd=connect | args=normal developer ssh to portal
- B004078 | 2026-01-20 10:11:29 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000684 | 2026-01-20 10:11:49 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B005478 | 2026-01-20 10:11:52 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --write--> /var/lib/prometheus/wal/000001 (file) | cmd=write | args=normal metric wal write
- B004371 | 2026-01-20 10:12:02 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B000695 | 2026-01-20 10:12:04 | W007 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B000696 | 2026-01-20 10:12:05 | W007 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B000692 | 2026-01-20 10:12:07 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B000703 | 2026-01-20 10:12:09 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B000690 | 2026-01-20 10:12:10 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- E0021 | 2026-01-20 10:12:12 | W007 | host=ws-finance-01 user=root process=sh | sh:3011@ws-finance-01 --unlink--> /home/u_fin/Downloads/report_update.pdf (file) | cmd=unlink | args=remove downloaded container
- B000693 | 2026-01-20 10:12:12 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B000694 | 2026-01-20 10:12:14 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000698 | 2026-01-20 10:12:14 | W007 | host=ws-dev-02 user=u_dev process=git | git:2212@ws-dev-02 --connect--> 192.0.2.30:443 (socket) | cmd=connect | args=normal package/source repository access
- B000691 | 2026-01-20 10:12:15 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000699 | 2026-01-20 10:12:17 | W007 | host=ws-dev-02 user=u_dev process=git | git:2212@ws-dev-02 --write--> /home/u_dev/src/portal/app/config.yaml (file) | cmd=write | args=normal development file/cache update
- B000700 | 2026-01-20 10:12:19 | W007 | host=ws-dev-02 user=u_dev process=python3 | python3:2250@ws-dev-02 --execute--> /home/u_dev/src/portal/app/config.yaml (file) | cmd=read | args=normal local development/test activity
- B004767 | 2026-01-20 10:13:09 | W007 | host=ws-dev-02 user=u_dev process=bash | bash:2250@ws-dev-02 --execute--> /usr/bin/make (file) | cmd=execute | args=normal build command
- B000707 | 2026-01-20 10:13:23 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B005318 | 2026-01-20 10:13:32 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B004290 | 2026-01-20 10:13:33 | W007 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B000705 | 2026-01-20 10:13:38 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000708 | 2026-01-20 10:14:02 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.11:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-finance-01
- B000711 | 2026-01-20 10:14:06 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.31:9100 (socket) | cmd=connect | args=scrape node_exporter on portal-web-01
- B000710 | 2026-01-20 10:14:09 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.21:9100 (socket) | cmd=connect | args=scrape node_exporter on file-srv-01
- B004237 | 2026-01-20 10:14:11 | W007 | host=ws-finance-01 user=u_fin process=gvfsd | gvfsd:1120@ws-finance-01 --write--> /run/user/1001/gvfs/metadata (file) | cmd=write | args=desktop metadata update
- B000709 | 2026-01-20 10:14:11 | W007 | host=mon-srv-01 user=svc_mon process=prometheus | prometheus:1401@mon-srv-01 --connect--> 10.20.1.12:9100 (socket) | cmd=connect | args=scrape node_exporter on ws-dev-02
- B000713 | 2026-01-20 10:14:20 | W007 | host=ws-dev-02 user=u_dev process=python3 | python3:2232@ws-dev-02 --execute--> /home/u_dev/src/portal/app/config.yaml (file) | cmd=read | args=normal local development/test activity
- B004334 | 2026-01-20 10:14:28 | W007 | host=file-srv-01 user=svc_backup process=rsyncd | rsyncd:1214@file-srv-01 --write--> /var/log/rsyncd.log (file) | cmd=write | args=normal rsync log append
- B000712 | 2026-01-20 10:14:36 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000716 | 2026-01-20 10:14:49 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B004475 | 2026-01-20 10:14:59 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=normal web access log append
- B000717 | 2026-01-20 10:15:01 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --write--> /var/log/collector/ingest.log (file) | cmd=write | args=append log ingestion summary
- B000723 | 2026-01-20 10:15:09 | W007 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --connect--> 192.0.2.40:993 (socket) | cmd=connect | args=imap mail synchronization
- B000724 | 2026-01-20 10:15:11 | W007 | host=ws-finance-01 user=u_fin process=thunderbird | thunderbird:2124@ws-finance-01 --write--> /home/u_fin/.thunderbird/cache/index.sqlite (file) | cmd=write | args=update mail cache
- B000721 | 2026-01-20 10:15:12 | W007 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --connect--> 10.20.1.31:443 (socket) | cmd=connect | args=open internal portal page
- B000722 | 2026-01-20 10:15:13 | W007 | host=ws-finance-01 user=u_fin process=firefox | firefox:2101@ws-finance-01 --write--> /home/u_fin/.cache/mozilla/portal-cache.sqlite (file) | cmd=write | args=update browser portal cache
- B000727 | 2026-01-20 10:15:16 | W007 | host=portal-web-01 user=svc_web process=nginx | nginx:1301@portal-web-01 --write--> /var/log/nginx/access.log (file) | cmd=write | args=append benign portal access log
- B000718 | 2026-01-20 10:15:23 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.11:6514 (socket) | cmd=connect | args=collect syslog stream from ws-finance-01
- B000719 | 2026-01-20 10:15:31 | W007 | host=mon-srv-01 user=svc_mon process=log_collector | log_collector:1410@mon-srv-01 --connect--> 10.20.1.12:6514 (socket) | cmd=connect | args=collect syslog stream from ws-dev-02
