flow_id,start_time,end_time,window_id,src_host,src_ip,src_port,dst_ip,dst_port,protocol,service,bytes_out,bytes_in,packets_out,packets_in,duration_ms,flow_pattern,label,stage,attack_step,related_audit_events
BF000674,2026-01-20 12:02:02,2026-01-20 12:02:08,W018,mon-srv-01,10.20.1.41,60314,10.20.1.21,9100,TCP,METRIC,1141,6396,2,7,6000,metrics_scrape,benign,benign,benign,B001723
BF000672,2026-01-20 12:02:04,2026-01-20 12:02:09,W018,mon-srv-01,10.20.1.41,58391,10.20.1.11,9100,TCP,METRIC,989,7410,1,12,5000,metrics_scrape,benign,benign,benign,B001721
BF000675,2026-01-20 12:02:12,2026-01-20 12:02:17,W018,mon-srv-01,10.20.1.41,43164,10.20.1.31,9100,TCP,METRIC,1352,6131,2,5,5000,metrics_scrape,benign,benign,benign,B001724
BF000673,2026-01-20 12:02:13,2026-01-20 12:02:16,W018,mon-srv-01,10.20.1.41,57232,10.20.1.12,9100,TCP,METRIC,873,5568,1,8,3000,metrics_scrape,benign,benign,benign,B001722
BF001327,2026-01-20 12:02:16,2026-01-20 12:02:40,W018,ws-dev-02,10.20.1.12,53445,192.0.2.30,443,TCP,HTTPS,10322,331868,14,285,24000,benign_dependency_download,benign,benign,benign,B003440
BF000677,2026-01-20 12:03:03,2026-01-20 12:04:45,W018,file-srv-01,10.20.1.21,59433,10.20.1.41,873,TCP,RSYNC,134257,9841,167,8,102000,backup_sync,benign,benign,benign,B001735
BF001328,2026-01-20 12:03:26,2026-01-20 12:03:35,W018,ws-dev-02,10.20.1.12,56593,192.0.2.30,443,TCP,HTTPS,17188,528453,15,413,9000,benign_dependency_download,benign,benign,benign,B003442
BF000676,2026-01-20 12:03:52,2026-01-20 12:03:57,W018,ws-finance-01,10.20.1.11,48959,10.20.1.31,443,TCP,HTTPS,2932,51918,3,60,5000,portal_browsing,benign,benign,benign,B001732
BF000678,2026-01-20 12:04:02,2026-01-20 12:04:08,W018,mon-srv-01,10.20.1.41,50024,10.20.1.11,9100,TCP,METRIC,1065,5952,1,5,6000,metrics_scrape,benign,benign,benign,B001740
BF000679,2026-01-20 12:04:10,2026-01-20 12:04:14,W018,mon-srv-01,10.20.1.41,50841,10.20.1.12,9100,TCP,METRIC,1211,3427,2,5,4000,metrics_scrape,benign,benign,benign,B001741
BF000681,2026-01-20 12:04:13,2026-01-20 12:04:15,W018,mon-srv-01,10.20.1.41,57287,10.20.1.31,9100,TCP,METRIC,1350,6747,2,5,2000,metrics_scrape,benign,benign,benign,B001743
BF000682,2026-01-20 12:04:20,2026-01-20 12:04:46,W018,ws-dev-02,10.20.1.12,45535,192.0.2.30,443,TCP,HTTPS,5177,170149,4,125,26000,dev_repo_access,benign,benign,benign,B001746
BF000680,2026-01-20 12:04:22,2026-01-20 12:04:26,W018,mon-srv-01,10.20.1.41,42484,10.20.1.21,9100,TCP,METRIC,963,6817,2,6,4000,metrics_scrape,benign,benign,benign,B001742
BF001329,2026-01-20 12:04:42,2026-01-20 12:05:04,W018,ws-dev-02,10.20.1.12,53790,192.0.2.30,443,TCP,HTTPS,14583,351968,14,341,22000,benign_dependency_download,benign,benign,benign,B003444
BF000686,2026-01-20 12:05:16,2026-01-20 12:05:27,W018,ws-finance-01,10.20.1.11,60639,192.0.2.40,993,TCP,IMAPS,2087,7264,2,10,11000,mail_sync,benign,benign,benign,B001757
BF000685,2026-01-20 12:05:27,2026-01-20 12:05:35,W018,mon-srv-01,10.20.1.41,45874,10.20.1.31,6514,TCP,SYSLOG,1231,16215,2,13,8000,log_collection,benign,benign,benign,B001756
BF000683,2026-01-20 12:05:28,2026-01-20 12:05:34,W018,mon-srv-01,10.20.1.41,56121,10.20.1.11,6514,TCP,SYSLOG,1563,11661,2,9,6000,log_collection,benign,benign,benign,B001754
BF000684,2026-01-20 12:05:36,2026-01-20 12:05:39,W018,mon-srv-01,10.20.1.41,60316,10.20.1.12,6514,TCP,SYSLOG,2389,7509,4,6,3000,log_collection,benign,benign,benign,B001755
BF000690,2026-01-20 12:06:03,2026-01-20 12:06:09,W018,mon-srv-01,10.20.1.41,59569,10.20.1.31,9100,TCP,METRIC,1473,8578,2,6,6000,metrics_scrape,benign,benign,benign,B001764
BF000687,2026-01-20 12:06:10,2026-01-20 12:06:15,W018,mon-srv-01,10.20.1.41,55664,10.20.1.11,9100,TCP,METRIC,1075,4683,2,5,5000,metrics_scrape,benign,benign,benign,B001761
BF000691,2026-01-20 12:06:12,2026-01-20 12:06:22,W018,ws-finance-01,10.20.1.11,58643,10.20.1.31,443,TCP,HTTPS,3843,12725,4,12,10000,portal_browsing,benign,benign,benign,B001766
BF000688,2026-01-20 12:06:14,2026-01-20 12:06:17,W018,mon-srv-01,10.20.1.41,57947,10.20.1.12,9100,TCP,METRIC,901,7993,1,7,3000,metrics_scrape,benign,benign,benign,B001762
BF000689,2026-01-20 12:06:16,2026-01-20 12:06:20,W018,mon-srv-01,10.20.1.41,57178,10.20.1.21,9100,TCP,METRIC,1458,3727,2,5,4000,metrics_scrape,benign,benign,benign,B001763
BF000692,2026-01-20 12:06:39,2026-01-20 12:07:11,W018,ws-dev-02,10.20.1.12,52538,10.20.1.31,22,TCP,SSH,26133,23990,41,35,32000,dev_ssh,benign,benign,benign,B001768
BF000693,2026-01-20 12:08:08,2026-01-20 12:08:13,W018,mon-srv-01,10.20.1.41,57460,10.20.1.11,9100,TCP,METRIC,1226,6441,2,9,5000,metrics_scrape,benign,benign,benign,B001779
BF000696,2026-01-20 12:08:08,2026-01-20 12:08:11,W018,mon-srv-01,10.20.1.41,53969,10.20.1.31,9100,TCP,METRIC,976,5149,2,4,3000,metrics_scrape,benign,benign,benign,B001782
BF000695,2026-01-20 12:08:12,2026-01-20 12:08:16,W018,mon-srv-01,10.20.1.41,49151,10.20.1.21,9100,TCP,METRIC,1492,4755,2,6,4000,metrics_scrape,benign,benign,benign,B001781
BF000694,2026-01-20 12:08:20,2026-01-20 12:08:23,W018,mon-srv-01,10.20.1.41,45390,10.20.1.12,9100,TCP,METRIC,1330,3242,3,3,3000,metrics_scrape,benign,benign,benign,B001780
BF000697,2026-01-20 12:09:24,2026-01-20 12:09:41,W018,ws-finance-01,10.20.1.11,50332,10.20.1.31,443,TCP,HTTPS,3541,45284,3,41,17000,portal_browsing,benign,benign,benign,B001789
BF000706,2026-01-20 12:10:03,2026-01-20 12:10:42,W019,ws-finance-01,10.20.1.11,52239,192.0.2.10,443,TCP,HTTPS,5470,109649,5,135,39000,benign_update,benign,benign,benign,B001805
BF000698,2026-01-20 12:10:06,2026-01-20 12:10:10,W019,mon-srv-01,10.20.1.41,55157,10.20.1.11,9100,TCP,METRIC,1466,8028,2,8,4000,metrics_scrape,benign,benign,benign,B001795
BF000699,2026-01-20 12:10:06,2026-01-20 12:10:09,W019,mon-srv-01,10.20.1.41,60049,10.20.1.12,9100,TCP,METRIC,1444,6859,2,9,3000,metrics_scrape,benign,benign,benign,B001796
BF000704,2026-01-20 12:10:10,2026-01-20 12:10:14,W019,mon-srv-01,10.20.1.41,50313,10.20.1.31,6514,TCP,SYSLOG,1222,8041,2,7,4000,log_collection,benign,benign,benign,B001802
BF000701,2026-01-20 12:10:12,2026-01-20 12:10:15,W019,mon-srv-01,10.20.1.41,58297,10.20.1.31,9100,TCP,METRIC,974,5355,1,4,3000,metrics_scrape,benign,benign,benign,B001798
BF000700,2026-01-20 12:10:17,2026-01-20 12:10:22,W019,mon-srv-01,10.20.1.41,54622,10.20.1.21,9100,TCP,METRIC,968,7040,1,10,5000,metrics_scrape,benign,benign,benign,B001797
BF000702,2026-01-20 12:10:27,2026-01-20 12:10:31,W019,mon-srv-01,10.20.1.41,45691,10.20.1.11,6514,TCP,SYSLOG,1334,8630,2,12,4000,log_collection,benign,benign,benign,B001800
BF000705,2026-01-20 12:10:45,2026-01-20 12:10:53,W019,ws-finance-01,10.20.1.11,46915,192.0.2.40,993,TCP,IMAPS,2021,29804,3,32,8000,mail_sync,benign,benign,benign,B001803
BF000703,2026-01-20 12:10:55,2026-01-20 12:11:03,W019,mon-srv-01,10.20.1.41,54819,10.20.1.12,6514,TCP,SYSLOG,1710,17174,3,26,8000,log_collection,benign,benign,benign,B001801
BF000708,2026-01-20 12:11:13,2026-01-20 12:11:30,W019,ws-dev-02,10.20.1.12,53279,192.0.2.30,443,TCP,HTTPS,7258,127804,7,166,17000,dev_repo_access,benign,benign,benign,B001814
BF000707,2026-01-20 12:11:31,2026-01-20 12:12:25,W019,ws-dev-02,10.20.1.12,45915,10.20.1.31,22,TCP,SSH,15542,34303,11,40,54000,dev_ssh,benign,benign,benign,B001812
BF000713,2026-01-20 12:12:05,2026-01-20 12:12:17,W019,ws-finance-01,10.20.1.11,60286,10.20.1.31,443,TCP,HTTPS,4393,22724,7,26,12000,portal_browsing,benign,benign,benign,B001824
BF000710,2026-01-20 12:12:09,2026-01-20 12:12:11,W019,mon-srv-01,10.20.1.41,56049,10.20.1.12,9100,TCP,METRIC,1343,4041,2,7,2000,metrics_scrape,benign,benign,benign,B001820
BF000711,2026-01-20 12:12:09,2026-01-20 12:12:11,W019,mon-srv-01,10.20.1.41,43032,10.20.1.21,9100,TCP,METRIC,1400,8420,3,13,2000,metrics_scrape,benign,benign,benign,B001821
BF000709,2026-01-20 12:12:12,2026-01-20 12:12:18,W019,mon-srv-01,10.20.1.41,56510,10.20.1.11,9100,TCP,METRIC,1738,4552,2,6,6000,metrics_scrape,benign,benign,benign,B001819
BF000712,2026-01-20 12:12:13,2026-01-20 12:12:18,W019,mon-srv-01,10.20.1.41,56599,10.20.1.31,9100,TCP,METRIC,1408,8768,2,12,5000,metrics_scrape,benign,benign,benign,B001822
BF000717,2026-01-20 12:14:07,2026-01-20 12:14:10,W019,mon-srv-01,10.20.1.41,42087,10.20.1.31,9100,TCP,METRIC,1716,7137,2,5,3000,metrics_scrape,benign,benign,benign,B001839
BF000716,2026-01-20 12:14:13,2026-01-20 12:14:15,W019,mon-srv-01,10.20.1.41,57554,10.20.1.21,9100,TCP,METRIC,1025,6616,2,11,2000,metrics_scrape,benign,benign,benign,B001838
BF000714,2026-01-20 12:14:14,2026-01-20 12:14:16,W019,mon-srv-01,10.20.1.41,54563,10.20.1.11,9100,TCP,METRIC,1373,4396,2,7,2000,metrics_scrape,benign,benign,benign,B001836
BF000715,2026-01-20 12:14:18,2026-01-20 12:14:21,W019,mon-srv-01,10.20.1.41,58753,10.20.1.12,9100,TCP,METRIC,1434,4497,3,4,3000,metrics_scrape,benign,benign,benign,B001837
BF000721,2026-01-20 12:15:03,2026-01-20 12:15:18,W019,ws-finance-01,10.20.1.11,44662,10.20.1.31,443,TCP,HTTPS,4146,22403,4,24,15000,portal_browsing,benign,benign,benign,B001850
BF000719,2026-01-20 12:15:05,2026-01-20 12:15:09,W019,mon-srv-01,10.20.1.41,45008,10.20.1.12,6514,TCP,SYSLOG,1307,5787,2,9,4000,log_collection,benign,benign,benign,B001848
BF000720,2026-01-20 12:15:13,2026-01-20 12:15:21,W019,mon-srv-01,10.20.1.41,49602,10.20.1.31,6514,TCP,SYSLOG,2164,14794,3,15,8000,log_collection,benign,benign,benign,B001849
BF000722,2026-01-20 12:15:14,2026-01-20 12:15:28,W019,ws-finance-01,10.20.1.11,55577,192.0.2.40,993,TCP,IMAPS,2574,12274,3,13,14000,mail_sync,benign,benign,benign,B001852
BF000718,2026-01-20 12:15:48,2026-01-20 12:15:52,W019,mon-srv-01,10.20.1.41,49786,10.20.1.11,6514,TCP,SYSLOG,1219,6090,2,6,4000,log_collection,benign,benign,benign,B001847
BF000723,2026-01-20 12:16:02,2026-01-20 12:16:05,W019,mon-srv-01,10.20.1.41,54962,10.20.1.11,9100,TCP,METRIC,1107,6907,2,6,3000,metrics_scrape,benign,benign,benign,B001858
BF000725,2026-01-20 12:16:05,2026-01-20 12:16:10,W019,mon-srv-01,10.20.1.41,60776,10.20.1.21,9100,TCP,METRIC,1691,6348,2,9,5000,metrics_scrape,benign,benign,benign,B001860
BF000724,2026-01-20 12:16:08,2026-01-20 12:16:13,W019,mon-srv-01,10.20.1.41,43055,10.20.1.12,9100,TCP,METRIC,1196,8240,2,7,5000,metrics_scrape,benign,benign,benign,B001859
BF000727,2026-01-20 12:16:11,2026-01-20 12:17:09,W019,ws-dev-02,10.20.1.12,44326,10.20.1.31,22,TCP,SSH,28854,48309,38,49,58000,dev_ssh,benign,benign,benign,B001865
BF000726,2026-01-20 12:16:16,2026-01-20 12:16:19,W019,mon-srv-01,10.20.1.41,56687,10.20.1.31,9100,TCP,METRIC,927,8207,1,6,3000,metrics_scrape,benign,benign,benign,B001861
BF000733,2026-01-20 12:18:03,2026-01-20 12:18:22,W019,ws-dev-02,10.20.1.12,53249,192.0.2.30,443,TCP,HTTPS,10446,170770,10,207,19000,dev_repo_access,benign,benign,benign,B001882
BF000730,2026-01-20 12:18:04,2026-01-20 12:18:10,W019,mon-srv-01,10.20.1.41,43037,10.20.1.21,9100,TCP,METRIC,1277,3021,1,3,6000,metrics_scrape,benign,benign,benign,B001877
BF000729,2026-01-20 12:18:13,2026-01-20 12:18:19,W019,mon-srv-01,10.20.1.41,46286,10.20.1.12,9100,TCP,METRIC,1665,3357,2,5,6000,metrics_scrape,benign,benign,benign,B001876
BF000728,2026-01-20 12:18:20,2026-01-20 12:18:22,W019,mon-srv-01,10.20.1.41,51408,10.20.1.11,9100,TCP,METRIC,1286,3519,2,3,2000,metrics_scrape,benign,benign,benign,B001875
BF000731,2026-01-20 12:18:22,2026-01-20 12:18:25,W019,mon-srv-01,10.20.1.41,59192,10.20.1.31,9100,TCP,METRIC,1628,8127,3,8,3000,metrics_scrape,benign,benign,benign,B001878
BF000734,2026-01-20 12:18:36,2026-01-20 12:19:18,W019,file-srv-01,10.20.1.21,55738,10.20.1.41,873,TCP,RSYNC,157860,9137,126,8,42000,backup_sync,benign,benign,benign,B001886
BF000732,2026-01-20 12:18:52,2026-01-20 12:18:56,W019,ws-finance-01,10.20.1.11,45937,10.20.1.31,443,TCP,HTTPS,2956,24800,3,19,4000,portal_browsing,benign,benign,benign,B001880
BF000736,2026-01-20 12:20:03,2026-01-20 12:20:07,W020,mon-srv-01,10.20.1.41,42518,10.20.1.12,9100,TCP,METRIC,1393,8082,2,6,4000,metrics_scrape,benign,benign,benign,B001896
BF000738,2026-01-20 12:20:11,2026-01-20 12:20:15,W020,mon-srv-01,10.20.1.41,42344,10.20.1.31,9100,TCP,METRIC,838,7314,1,6,4000,metrics_scrape,benign,benign,benign,B001898
BF000735,2026-01-20 12:20:13,2026-01-20 12:20:16,W020,mon-srv-01,10.20.1.41,53282,10.20.1.11,9100,TCP,METRIC,829,7838,2,7,3000,metrics_scrape,benign,benign,benign,B001895
BF000739,2026-01-20 12:20:15,2026-01-20 12:20:20,W020,mon-srv-01,10.20.1.41,58262,10.20.1.11,6514,TCP,SYSLOG,1603,18126,2,13,5000,log_collection,benign,benign,benign,B001900
BF000743,2026-01-20 12:20:16,2026-01-20 12:20:36,W020,ws-finance-01,10.20.1.11,56809,192.0.2.40,993,TCP,IMAPS,3766,41075,4,45,20000,mail_sync,benign,benign,benign,B001905
BF000742,2026-01-20 12:20:19,2026-01-20 12:20:25,W020,ws-finance-01,10.20.1.11,52824,10.20.1.21,445,TCP,SMB,2863,63808,4,44,6000,file_server_access,benign,benign,benign,B001903
BF000737,2026-01-20 12:20:22,2026-01-20 12:20:25,W020,mon-srv-01,10.20.1.41,45611,10.20.1.21,9100,TCP,METRIC,1020,3036,1,4,3000,metrics_scrape,benign,benign,benign,B001897
BF000740,2026-01-20 12:20:37,2026-01-20 12:20:45,W020,mon-srv-01,10.20.1.41,54809,10.20.1.12,6514,TCP,SYSLOG,1901,16349,3,26,8000,log_collection,benign,benign,benign,B001901
BF000741,2026-01-20 12:20:47,2026-01-20 12:20:50,W020,mon-srv-01,10.20.1.41,48133,10.20.1.31,6514,TCP,SYSLOG,1642,11162,2,9,3000,log_collection,benign,benign,benign,B001902
BF000745,2026-01-20 12:21:26,2026-01-20 12:22:07,W020,ws-dev-02,10.20.1.12,60044,10.20.1.31,22,TCP,SSH,29398,48237,30,61,41000,dev_ssh,benign,benign,benign,B001914
BF000744,2026-01-20 12:21:34,2026-01-20 12:21:43,W020,ws-finance-01,10.20.1.11,50884,10.20.1.31,443,TCP,HTTPS,1549,12767,3,18,9000,portal_browsing,benign,benign,benign,B001912
BF000749,2026-01-20 12:22:05,2026-01-20 12:22:10,W020,mon-srv-01,10.20.1.41,53326,10.20.1.31,9100,TCP,METRIC,1377,8078,1,6,5000,metrics_scrape,benign,benign,benign,B001922
BF000747,2026-01-20 12:22:06,2026-01-20 12:22:11,W020,mon-srv-01,10.20.1.41,45377,10.20.1.12,9100,TCP,METRIC,1083,3676,2,4,5000,metrics_scrape,benign,benign,benign,B001920
BF000748,2026-01-20 12:22:09,2026-01-20 12:22:15,W020,mon-srv-01,10.20.1.41,54066,10.20.1.21,9100,TCP,METRIC,1716,5956,2,6,6000,metrics_scrape,benign,benign,benign,B001921
BF000746,2026-01-20 12:22:12,2026-01-20 12:22:16,W020,mon-srv-01,10.20.1.41,42827,10.20.1.11,9100,TCP,METRIC,1277,6232,1,5,4000,metrics_scrape,benign,benign,benign,B001919
BF000754,2026-01-20 12:24:01,2026-01-20 12:24:08,W020,ws-finance-01,10.20.1.11,56918,10.20.1.31,443,TCP,HTTPS,2952,52460,3,56,7000,portal_browsing,benign,benign,benign,B001936
BF000752,2026-01-20 12:24:03,2026-01-20 12:24:08,W020,mon-srv-01,10.20.1.41,46683,10.20.1.21,9100,TCP,METRIC,972,5650,1,9,5000,metrics_scrape,benign,benign,benign,B001933
BF000751,2026-01-20 12:24:07,2026-01-20 12:24:12,W020,mon-srv-01,10.20.1.41,53737,10.20.1.12,9100,TCP,METRIC,1512,4354,2,6,5000,metrics_scrape,benign,benign,benign,B001932
BF000750,2026-01-20 12:24:18,2026-01-20 12:24:24,W020,mon-srv-01,10.20.1.41,48055,10.20.1.11,9100,TCP,METRIC,825,8750,2,13,6000,metrics_scrape,benign,benign,benign,B001931
BF000753,2026-01-20 12:24:19,2026-01-20 12:24:21,W020,mon-srv-01,10.20.1.41,60072,10.20.1.31,9100,TCP,METRIC,1527,5084,2,5,2000,metrics_scrape,benign,benign,benign,B001934
BF000757,2026-01-20 12:25:05,2026-01-20 12:25:08,W020,mon-srv-01,10.20.1.41,44248,10.20.1.31,6514,TCP,SYSLOG,1787,10366,2,8,3000,log_collection,benign,benign,benign,B001948
BF000755,2026-01-20 12:25:20,2026-01-20 12:25:24,W020,mon-srv-01,10.20.1.41,58091,10.20.1.11,6514,TCP,SYSLOG,1223,5327,2,5,4000,log_collection,benign,benign,benign,B001946
BF000756,2026-01-20 12:25:25,2026-01-20 12:25:32,W020,mon-srv-01,10.20.1.41,45265,10.20.1.12,6514,TCP,SYSLOG,2377,6333,3,7,7000,log_collection,benign,benign,benign,B001947
BF000758,2026-01-20 12:25:27,2026-01-20 12:25:43,W020,ws-finance-01,10.20.1.11,42293,192.0.2.40,993,TCP,IMAPS,2434,40948,4,43,16000,mail_sync,benign,benign,benign,B001949
BF000759,2026-01-20 12:25:45,2026-01-20 12:26:17,W020,ws-dev-02,10.20.1.12,53318,192.0.2.30,443,TCP,HTTPS,11120,163086,17,202,32000,dev_repo_access,benign,benign,benign,B001951
BF000762,2026-01-20 12:26:03,2026-01-20 12:26:06,W020,mon-srv-01,10.20.1.41,49626,10.20.1.21,9100,TCP,METRIC,1281,4336,2,4,3000,metrics_scrape,benign,benign,benign,B001958
BF000760,2026-01-20 12:26:04,2026-01-20 12:26:10,W020,mon-srv-01,10.20.1.41,57559,10.20.1.11,9100,TCP,METRIC,1237,6540,2,8,6000,metrics_scrape,benign,benign,benign,B001956
BF000761,2026-01-20 12:26:05,2026-01-20 12:26:10,W020,mon-srv-01,10.20.1.41,44294,10.20.1.12,9100,TCP,METRIC,979,4740,1,4,5000,metrics_scrape,benign,benign,benign,B001957
BF000763,2026-01-20 12:26:16,2026-01-20 12:26:22,W020,mon-srv-01,10.20.1.41,55726,10.20.1.31,9100,TCP,METRIC,925,3809,2,4,6000,metrics_scrape,benign,benign,benign,B001959
BF000764,2026-01-20 12:26:24,2026-01-20 12:26:42,W020,ws-dev-02,10.20.1.12,57450,10.20.1.31,22,TCP,SSH,5453,38619,6,36,18000,dev_ssh,benign,benign,benign,B001961
BF000765,2026-01-20 12:27:20,2026-01-20 12:27:38,W020,ws-finance-01,10.20.1.11,44276,10.20.1.31,443,TCP,HTTPS,2241,17902,3,27,18000,portal_browsing,benign,benign,benign,B001968
BF000769,2026-01-20 12:28:05,2026-01-20 12:28:11,W020,mon-srv-01,10.20.1.41,50989,10.20.1.31,9100,TCP,METRIC,1339,4655,1,6,6000,metrics_scrape,benign,benign,benign,B001977
BF000767,2026-01-20 12:28:09,2026-01-20 12:28:13,W020,mon-srv-01,10.20.1.41,44035,10.20.1.12,9100,TCP,METRIC,1510,3721,2,5,4000,metrics_scrape,benign,benign,benign,B001975
BF000768,2026-01-20 12:28:17,2026-01-20 12:28:21,W020,mon-srv-01,10.20.1.41,55880,10.20.1.21,9100,TCP,METRIC,952,8917,1,7,4000,metrics_scrape,benign,benign,benign,B001976
BF000766,2026-01-20 12:28:19,2026-01-20 12:28:23,W020,mon-srv-01,10.20.1.41,56461,10.20.1.11,9100,TCP,METRIC,996,7036,1,5,4000,metrics_scrape,benign,benign,benign,B001974
BF000770,2026-01-20 12:30:09,2026-01-20 12:30:13,W021,mon-srv-01,10.20.1.41,53657,10.20.1.11,9100,TCP,METRIC,1638,7653,2,8,4000,metrics_scrape,benign,benign,benign,B001988
BF000778,2026-01-20 12:30:12,2026-01-20 12:30:20,W021,ws-finance-01,10.20.1.11,49213,192.0.2.40,993,TCP,IMAPS,2030,21699,4,18,8000,mail_sync,benign,benign,benign,B001998
BF000775,2026-01-20 12:30:13,2026-01-20 12:30:19,W021,mon-srv-01,10.20.1.41,53977,10.20.1.12,6514,TCP,SYSLOG,1541,16804,2,15,6000,log_collection,benign,benign,benign,B001994
BF000771,2026-01-20 12:30:18,2026-01-20 12:30:20,W021,mon-srv-01,10.20.1.41,59104,10.20.1.12,9100,TCP,METRIC,1139,3009,2,3,2000,metrics_scrape,benign,benign,benign,B001989
BF000772,2026-01-20 12:30:18,2026-01-20 12:30:20,W021,mon-srv-01,10.20.1.41,51697,10.20.1.21,9100,TCP,METRIC,1546,5545,2,7,2000,metrics_scrape,benign,benign,benign,B001990
BF000773,2026-01-20 12:30:19,2026-01-20 12:30:24,W021,mon-srv-01,10.20.1.41,44428,10.20.1.31,9100,TCP,METRIC,1113,6705,2,6,5000,metrics_scrape,benign,benign,benign,B001991
BF000774,2026-01-20 12:30:29,2026-01-20 12:30:33,W021,mon-srv-01,10.20.1.41,57870,10.20.1.11,6514,TCP,SYSLOG,1896,5759,3,5,4000,log_collection,benign,benign,benign,B001993
BF000777,2026-01-20 12:30:50,2026-01-20 12:30:57,W021,ws-finance-01,10.20.1.11,54866,10.20.1.31,443,TCP,HTTPS,1746,23169,2,21,7000,portal_browsing,benign,benign,benign,B001996
BF000776,2026-01-20 12:30:53,2026-01-20 12:31:01,W021,mon-srv-01,10.20.1.41,51675,10.20.1.31,6514,TCP,SYSLOG,1382,7835,2,7,8000,log_collection,benign,benign,benign,B001995
F0009,2026-01-20 12:31:04,2026-01-20 12:31:15,W021,ws-finance-01,10.20.1.11,49710,198.51.100.77,443,TCP,HTTPS,1540,980,14,10,11000,beacon,malicious,C2,A17,E0042
BF000779,2026-01-20 12:31:29,2026-01-20 12:31:57,W021,ws-dev-02,10.20.1.12,42997,10.20.1.31,22,TCP,SSH,10690,37998,17,26,28000,dev_ssh,benign,benign,benign,B002006
BF000781,2026-01-20 12:32:04,2026-01-20 12:32:06,W021,mon-srv-01,10.20.1.41,60608,10.20.1.12,9100,TCP,METRIC,894,6980,1,12,2000,metrics_scrape,benign,benign,benign,B002011
BF000780,2026-01-20 12:32:17,2026-01-20 12:32:21,W021,mon-srv-01,10.20.1.41,57209,10.20.1.11,9100,TCP,METRIC,821,3422,1,6,4000,metrics_scrape,benign,benign,benign,B002010
BF000783,2026-01-20 12:32:18,2026-01-20 12:32:20,W021,mon-srv-01,10.20.1.41,50713,10.20.1.31,9100,TCP,METRIC,1421,7660,2,6,2000,metrics_scrape,benign,benign,benign,B002013
BF000782,2026-01-20 12:32:21,2026-01-20 12:32:27,W021,mon-srv-01,10.20.1.41,43418,10.20.1.21,9100,TCP,METRIC,1539,6826,2,11,6000,metrics_scrape,benign,benign,benign,B002012
BF000785,2026-01-20 12:32:23,2026-01-20 12:32:47,W021,ws-dev-02,10.20.1.12,46914,192.0.2.30,443,TCP,HTTPS,6987,108603,10,96,24000,dev_repo_access,benign,benign,benign,B002016
BF000784,2026-01-20 12:32:26,2026-01-20 12:32:32,W021,ws-finance-01,10.20.1.11,60690,10.20.1.21,445,TCP,SMB,5194,138393,8,168,6000,file_server_access,benign,benign,benign,B002015
BF000786,2026-01-20 12:33:06,2026-01-20 12:33:10,W021,ws-finance-01,10.20.1.11,46677,10.20.1.31,443,TCP,HTTPS,2106,25286,3,20,4000,portal_browsing,benign,benign,benign,B002022
F0010,2026-01-20 12:33:08,2026-01-20 12:33:18,W021,portal-web-01,10.20.1.31,49802,198.51.100.77,443,TCP,HTTPS,1320,860,12,9,10000,beacon,malicious,C2,A17,E0043
BF000787,2026-01-20 12:33:17,2026-01-20 12:34:51,W021,file-srv-01,10.20.1.21,46215,10.20.1.41,873,TCP,RSYNC,76675,14485,104,11,94000,backup_sync,benign,benign,benign,B002025
BF000789,2026-01-20 12:34:02,2026-01-20 12:34:06,W021,mon-srv-01,10.20.1.41,48976,10.20.1.12,9100,TCP,METRIC,1213,3256,2,3,4000,metrics_scrape,benign,benign,benign,B002031
BF000791,2026-01-20 12:34:11,2026-01-20 12:34:15,W021,mon-srv-01,10.20.1.41,47153,10.20.1.31,9100,TCP,METRIC,1650,3906,2,4,4000,metrics_scrape,benign,benign,benign,B002033
BF000788,2026-01-20 12:34:15,2026-01-20 12:34:18,W021,mon-srv-01,10.20.1.41,60472,10.20.1.11,9100,TCP,METRIC,803,5107,1,5,3000,metrics_scrape,benign,benign,benign,B002030
BF000790,2026-01-20 12:34:15,2026-01-20 12:34:20,W021,mon-srv-01,10.20.1.41,51144,10.20.1.21,9100,TCP,METRIC,1069,4302,2,6,5000,metrics_scrape,benign,benign,benign,B002032
BF000795,2026-01-20 12:35:23,2026-01-20 12:35:29,W021,ws-finance-01,10.20.1.11,56791,192.0.2.40,993,TCP,IMAPS,3871,25282,4,20,6000,mail_sync,benign,benign,benign,B002043
BF000794,2026-01-20 12:35:26,2026-01-20 12:35:29,W021,mon-srv-01,10.20.1.41,50865,10.20.1.31,6514,TCP,SYSLOG,2173,9445,2,10,3000,log_collection,benign,benign,benign,B002042
BF000792,2026-01-20 12:35:29,2026-01-20 12:35:34,W021,mon-srv-01,10.20.1.41,59718,10.20.1.11,6514,TCP,SYSLOG,2169,11085,2,11,5000,log_collection,benign,benign,benign,B002040
BF000793,2026-01-20 12:35:54,2026-01-20 12:36:02,W021,mon-srv-01,10.20.1.41,49735,10.20.1.12,6514,TCP,SYSLOG,1330,9648,2,10,8000,log_collection,benign,benign,benign,B002041
BF000798,2026-01-20 12:36:02,2026-01-20 12:36:08,W021,mon-srv-01,10.20.1.41,54579,10.20.1.21,9100,TCP,METRIC,1043,8978,1,9,6000,metrics_scrape,benign,benign,benign,B002050
