metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M000866,2026-01-20 11:53:00,W017,ws-finance-01,18.88,46.95,79552,69213,4918,2123,114,304,1,office-apps,normal baseline,benign,benign,benign
M000873,2026-01-20 11:54:00,W017,file-srv-01,19.94,43.9,181585,108303,8456,11246,91,440,0,smbd,normal baseline,benign,benign,benign
M000875,2026-01-20 11:54:00,W017,mon-srv-01,22.04,62.38,151555,207539,12066,5530,124,391,0,prometheus,normal baseline,benign,benign,benign
M000874,2026-01-20 11:54:00,W017,portal-web-01,17.74,55.72,101262,80359,11923,7984,102,364,0,nginx,normal baseline,benign,benign,benign
M000872,2026-01-20 11:54:00,W017,ws-dev-02,52.79,50.02,469956,1329932,985883,81998,134,445,1,git,normal dependency update burst,benign,benign,benign
M000871,2026-01-20 11:54:00,W017,ws-finance-01,20.0,47.86,78956,81411,4237,3613,110,360,1,office-apps,normal baseline,benign,benign,benign
M000878,2026-01-20 11:55:00,W017,file-srv-01,21.31,44.02,214683,99211,8520,10031,93,436,0,smbd,normal baseline,benign,benign,benign
M000880,2026-01-20 11:55:00,W017,mon-srv-01,23.14,63.06,166668,204707,19859,8435,118,411,0,prometheus,normal baseline,benign,benign,benign
M000879,2026-01-20 11:55:00,W017,portal-web-01,21.17,57.18,94201,102652,7941,7958,105,321,0,nginx,normal baseline,benign,benign,benign
M000877,2026-01-20 11:55:00,W017,ws-dev-02,51.38,49.45,390518,1316158,985937,83478,135,401,1,git,normal dependency update burst,benign,benign,benign
M000876,2026-01-20 11:55:00,W017,ws-finance-01,18.73,45.76,79718,80134,5744,5613,112,318,1,office-apps,normal baseline,benign,benign,benign
M000883,2026-01-20 11:56:00,W017,file-srv-01,15.09,42.49,142148,87708,10697,9049,96,430,0,smbd,normal baseline,benign,benign,benign
M000885,2026-01-20 11:56:00,W017,mon-srv-01,25.29,60.72,134645,237931,14198,9132,121,405,0,prometheus,normal baseline,benign,benign,benign
M000884,2026-01-20 11:56:00,W017,portal-web-01,22.08,57.35,107633,85005,4498,5530,99,388,0,nginx,normal baseline,benign,benign,benign
M000882,2026-01-20 11:56:00,W017,ws-dev-02,53.81,53.07,422600,1316345,987521,83996,137,408,1,git,normal dependency update burst,benign,benign,benign
M000881,2026-01-20 11:56:00,W017,ws-finance-01,16.79,46.93,84652,79939,4394,2778,108,299,1,office-apps,normal baseline,benign,benign,benign
M000888,2026-01-20 11:57:00,W017,file-srv-01,19.99,41.68,227257,90822,11769,8447,96,431,0,smbd,normal baseline,benign,benign,benign
M000890,2026-01-20 11:57:00,W017,mon-srv-01,26.26,60.19,136976,209979,12195,8382,120,420,0,prometheus,normal baseline,benign,benign,benign
M000889,2026-01-20 11:57:00,W017,portal-web-01,20.75,55.91,65533,113887,8138,5558,105,394,0,nginx,normal baseline,benign,benign,benign
M000887,2026-01-20 11:57:00,W017,ws-dev-02,52.94,51.41,447582,1312208,987504,81469,135,388,1,git,normal dependency update burst,benign,benign,benign
M000886,2026-01-20 11:57:00,W017,ws-finance-01,18.52,47.32,56475,93298,4415,4531,107,305,1,office-apps,normal baseline,benign,benign,benign
M000893,2026-01-20 11:58:00,W017,file-srv-01,19.63,44.29,153164,75472,7678,10085,93,413,0,smbd,normal baseline,benign,benign,benign
M000895,2026-01-20 11:58:00,W017,mon-srv-01,28.35,60.35,192646,172078,13306,12135,122,416,0,prometheus,normal baseline,benign,benign,benign
M000894,2026-01-20 11:58:00,W017,portal-web-01,19.73,55.52,104319,127673,11060,8481,99,380,0,nginx,normal baseline,benign,benign,benign
M000892,2026-01-20 11:58:00,W017,ws-dev-02,52.5,51.89,420840,1324438,985639,82526,136,416,1,git,normal dependency update burst,benign,benign,benign
M000891,2026-01-20 11:58:00,W017,ws-finance-01,21.03,48.84,92493,98114,6268,2201,116,295,1,office-apps,normal baseline,benign,benign,benign
M000898,2026-01-20 11:59:00,W017,file-srv-01,15.04,43.32,178705,102783,7122,12563,90,389,0,smbd,normal baseline,benign,benign,benign
M000900,2026-01-20 11:59:00,W017,mon-srv-01,24.46,61.99,103528,144197,18082,10813,122,394,0,prometheus,normal baseline,benign,benign,benign
M000899,2026-01-20 11:59:00,W017,portal-web-01,19.69,54.03,83990,99144,10347,7799,99,361,0,nginx,normal baseline,benign,benign,benign
M000897,2026-01-20 11:59:00,W017,ws-dev-02,52.12,52.24,438434,1283076,984134,83415,135,429,1,git,normal dependency update burst,benign,benign,benign
M000896,2026-01-20 11:59:00,W017,ws-finance-01,18.18,47.93,98646,88472,7189,4847,110,329,1,office-apps,normal baseline,benign,benign,benign
M000903,2026-01-20 12:00:00,W018,file-srv-01,15.05,42.51,159671,73560,9048,12577,95,384,0,smbd,normal baseline,benign,benign,benign
M000905,2026-01-20 12:00:00,W018,mon-srv-01,27.29,61.72,120488,221131,6570,10990,114,411,0,prometheus,normal baseline,benign,benign,benign
M000904,2026-01-20 12:00:00,W018,portal-web-01,18.74,56.55,101996,105083,6890,7455,101,340,0,nginx,normal baseline,benign,benign,benign
M000902,2026-01-20 12:00:00,W018,ws-dev-02,52.96,51.74,437152,1251972,985040,82899,140,426,1,git,normal dependency update burst,benign,benign,benign
M000901,2026-01-20 12:00:00,W018,ws-finance-01,22.67,47.69,109796,81588,3221,2885,115,346,1,office-apps,normal baseline,benign,benign,benign
M000908,2026-01-20 12:01:00,W018,file-srv-01,11.34,42.41,198895,66313,6932,12784,92,420,0,smbd,normal baseline,benign,benign,benign
M000910,2026-01-20 12:01:00,W018,mon-srv-01,20.61,59.8,114125,215027,16498,13776,115,416,0,prometheus,normal baseline,benign,benign,benign
M000909,2026-01-20 12:01:00,W018,portal-web-01,20.98,54.52,88220,114915,10807,10125,101,369,0,nginx,normal baseline,benign,benign,benign
M000907,2026-01-20 12:01:00,W018,ws-dev-02,53.29,50.55,425281,1280806,984101,85546,138,399,1,git,normal dependency update burst,benign,benign,benign
M000906,2026-01-20 12:01:00,W018,ws-finance-01,36.2,57.1,168000,132000,18800,28600,118,379,1,syswatch,ssh connection to portal,suspicious,Lateral/Persistence,"A14,A15,A16"
M000913,2026-01-20 12:02:00,W018,file-srv-01,14.29,43.14,199076,105681,10790,8717,89,401,0,smbd,normal baseline,benign,benign,benign
M000915,2026-01-20 12:02:00,W018,mon-srv-01,22.03,61.31,158741,169733,13956,7193,119,411,0,prometheus,normal baseline,benign,benign,benign
M000914,2026-01-20 12:02:00,W018,portal-web-01,62.8,57.1,244000,1350000,22400,12800,118,379,1,sh,portal helper write,suspicious,Lateral/Persistence,"A14,A15,A16"
M000912,2026-01-20 12:02:00,W018,ws-dev-02,49.93,50.38,389345,1340271,985882,84448,135,474,1,git,normal dependency update burst,benign,benign,benign
M000911,2026-01-20 12:02:00,W018,ws-finance-01,17.79,46.12,106453,83113,4599,4428,112,308,1,office-apps,normal baseline,benign,benign,benign
M000918,2026-01-20 12:03:00,W018,file-srv-01,14.01,43.72,192037,76694,4455,9630,95,415,0,smbd,normal baseline,benign,benign,benign
M000920,2026-01-20 12:03:00,W018,mon-srv-01,23.57,63.68,156028,186967,13555,11271,114,417,0,prometheus,normal baseline,benign,benign,benign
M000919,2026-01-20 12:03:00,W018,portal-web-01,25.4,54.28,86821,110800,12963,8789,105,343,0,nginx,normal baseline,benign,benign,benign
M000917,2026-01-20 12:03:00,W018,ws-dev-02,54.54,52.33,429842,1321073,984525,81293,138,463,1,git,normal dependency update burst,benign,benign,benign
M000916,2026-01-20 12:03:00,W018,ws-finance-01,18.87,48.29,49397,90374,3687,4289,111,283,1,office-apps,normal baseline,benign,benign,benign
M000923,2026-01-20 12:04:00,W018,file-srv-01,15.15,44.15,226593,83964,6407,8919,96,444,0,smbd,normal baseline,benign,benign,benign
M000925,2026-01-20 12:04:00,W018,mon-srv-01,21.14,60.89,115663,164251,17284,7650,120,405,0,prometheus,normal baseline,benign,benign,benign
M000924,2026-01-20 12:04:00,W018,portal-web-01,43.6,57.1,412000,182000,9888,10043,118,399,1,portal-sync,portal app inspection,suspicious,Lateral/Persistence,"A14,A15,A16"
M000922,2026-01-20 12:04:00,W018,ws-dev-02,53.04,50.22,442810,1310127,985949,81906,142,421,1,git,normal dependency update burst,benign,benign,benign
M000921,2026-01-20 12:04:00,W018,ws-finance-01,15.92,48.77,78658,89569,4959,4405,110,301,1,office-apps,normal baseline,benign,benign,benign
M000928,2026-01-20 12:05:00,W018,file-srv-01,17.27,44.25,209697,81216,11486,6887,93,405,0,smbd,normal baseline,benign,benign,benign
M000930,2026-01-20 12:05:00,W018,mon-srv-01,22.89,62.4,114134,230849,18355,6985,117,422,0,prometheus,normal baseline,benign,benign,benign
M000929,2026-01-20 12:05:00,W018,portal-web-01,20.28,55.19,96418,122011,5681,10263,104,392,0,nginx,normal baseline,benign,benign,benign
M000927,2026-01-20 12:05:00,W018,ws-dev-02,23.2,53.25,112874,138269,7396,6657,123,356,1,dev-shell,normal baseline,benign,benign,benign
M000926,2026-01-20 12:05:00,W018,ws-finance-01,17.6,47.73,47357,105230,3008,4047,113,292,1,office-apps,normal baseline,benign,benign,benign
M000933,2026-01-20 12:06:00,W018,file-srv-01,14.22,42.66,116783,92618,5690,11426,91,413,0,smbd,normal baseline,benign,benign,benign
M000935,2026-01-20 12:06:00,W018,mon-srv-01,22.21,60.04,151349,241364,17042,8125,120,379,0,prometheus,normal baseline,benign,benign,benign
M000934,2026-01-20 12:06:00,W018,portal-web-01,21.22,56.43,62627,125013,7904,8789,96,380,0,nginx,normal baseline,benign,benign,benign
M000932,2026-01-20 12:06:00,W018,ws-dev-02,20.88,52.06,145395,122393,7010,7071,127,382,1,dev-shell,normal baseline,benign,benign,benign
M000931,2026-01-20 12:06:00,W018,ws-finance-01,15.73,47.85,85307,92788,5071,4330,114,325,1,office-apps,normal baseline,benign,benign,benign
M000938,2026-01-20 12:07:00,W018,file-srv-01,15.04,42.89,175510,97316,6881,11280,92,406,0,smbd,normal baseline,benign,benign,benign
M000940,2026-01-20 12:07:00,W018,mon-srv-01,24.58,62.48,138026,186223,12850,13760,117,441,0,prometheus,normal baseline,benign,benign,benign
M000939,2026-01-20 12:07:00,W018,portal-web-01,24.46,56.2,78800,122982,13609,8536,103,368,0,nginx,normal baseline,benign,benign,benign
M000937,2026-01-20 12:07:00,W018,ws-dev-02,23.82,48.11,155299,109841,5052,3414,128,373,1,dev-shell,normal baseline,benign,benign,benign
M000936,2026-01-20 12:07:00,W018,ws-finance-01,17.14,47.78,78153,76842,3418,2598,118,306,1,office-apps,normal baseline,benign,benign,benign
M000943,2026-01-20 12:08:00,W018,file-srv-01,15.86,43.9,167589,89386,7206,9133,96,450,0,smbd,normal baseline,benign,benign,benign
M000945,2026-01-20 12:08:00,W018,mon-srv-01,25.09,62.1,142176,166187,13041,7071,113,438,0,prometheus,normal baseline,benign,benign,benign
M000944,2026-01-20 12:08:00,W018,portal-web-01,21.65,57.65,74393,96400,9718,10407,106,375,0,nginx,normal baseline,benign,benign,benign
M000942,2026-01-20 12:08:00,W018,ws-dev-02,22.44,50.02,76495,147315,5455,4529,128,364,1,dev-shell,normal baseline,benign,benign,benign
M000941,2026-01-20 12:08:00,W018,ws-finance-01,18.95,47.3,78608,71162,4345,4847,113,264,1,office-apps,normal baseline,benign,benign,benign
M000948,2026-01-20 12:09:00,W018,file-srv-01,13.58,42.44,134151,116875,5589,9117,96,426,0,smbd,normal baseline,benign,benign,benign
M000950,2026-01-20 12:09:00,W018,mon-srv-01,23.62,62.18,135881,164698,15928,11515,118,404,0,prometheus,normal baseline,benign,benign,benign
M000949,2026-01-20 12:09:00,W018,portal-web-01,20.78,56.13,88141,119618,6854,8594,103,338,0,nginx,normal baseline,benign,benign,benign
M000947,2026-01-20 12:09:00,W018,ws-dev-02,21.76,51.76,145407,111990,5004,6132,118,371,1,dev-shell,normal baseline,benign,benign,benign
M000946,2026-01-20 12:09:00,W018,ws-finance-01,15.47,46.83,78681,44144,3752,3488,110,294,1,office-apps,normal baseline,benign,benign,benign
M000953,2026-01-20 12:10:00,W019,file-srv-01,18.57,43.08,168620,102217,5445,14933,89,430,0,smbd,normal baseline,benign,benign,benign
M000955,2026-01-20 12:10:00,W019,mon-srv-01,22.43,64.31,112567,119197,16755,6846,111,444,0,prometheus,normal baseline,benign,benign,benign
M000954,2026-01-20 12:10:00,W019,portal-web-01,45.04,52.79,328232,1374633,19592,21556,108,450,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000952,2026-01-20 12:10:00,W019,ws-dev-02,20.31,53.55,130466,122059,3887,4180,125,355,1,dev-shell,normal baseline,benign,benign,benign
M000951,2026-01-20 12:10:00,W019,ws-finance-01,17.12,46.93,93726,94188,6712,3378,105,337,1,office-apps,normal baseline,benign,benign,benign
M000958,2026-01-20 12:11:00,W019,file-srv-01,15.22,42.79,171660,100946,9943,11422,93,426,0,smbd,normal baseline,benign,benign,benign
M000960,2026-01-20 12:11:00,W019,mon-srv-01,26.55,61.59,116523,156370,18858,10030,119,426,0,prometheus,normal baseline,benign,benign,benign
M000959,2026-01-20 12:11:00,W019,portal-web-01,43.1,55.65,370823,1412006,18845,26016,110,460,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000957,2026-01-20 12:11:00,W019,ws-dev-02,21.1,49.96,115275,88936,9160,5936,125,369,1,dev-shell,normal baseline,benign,benign,benign
M000956,2026-01-20 12:11:00,W019,ws-finance-01,16.76,47.15,78684,81455,5725,2233,111,292,1,office-apps,normal baseline,benign,benign,benign
M000963,2026-01-20 12:12:00,W019,file-srv-01,17.24,40.97,101790,89582,7405,13698,90,429,0,smbd,normal baseline,benign,benign,benign
M000965,2026-01-20 12:12:00,W019,mon-srv-01,23.25,62.03,146944,196329,16307,9651,118,428,0,prometheus,normal baseline,benign,benign,benign
M000964,2026-01-20 12:12:00,W019,portal-web-01,42.53,54.47,364344,1444089,20791,23285,109,445,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000962,2026-01-20 12:12:00,W019,ws-dev-02,23.57,51.22,118904,96470,5159,5484,122,350,1,dev-shell,normal baseline,benign,benign,benign
M000961,2026-01-20 12:12:00,W019,ws-finance-01,19.19,47.74,105457,74606,4833,6077,117,333,1,office-apps,normal baseline,benign,benign,benign
M000968,2026-01-20 12:13:00,W019,file-srv-01,14.56,42.95,148327,119390,9312,14475,95,428,0,smbd,normal baseline,benign,benign,benign
M000970,2026-01-20 12:13:00,W019,mon-srv-01,25.97,62.01,121197,164879,17316,8557,118,400,0,prometheus,normal baseline,benign,benign,benign
M000969,2026-01-20 12:13:00,W019,portal-web-01,46.79,56.42,392635,1418697,19315,24869,112,457,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000967,2026-01-20 12:13:00,W019,ws-dev-02,21.0,51.26,135501,90052,4553,3184,125,358,1,dev-shell,normal baseline,benign,benign,benign
M000966,2026-01-20 12:13:00,W019,ws-finance-01,14.31,47.22,104939,74549,6003,3172,114,299,1,office-apps,normal baseline,benign,benign,benign
M000973,2026-01-20 12:14:00,W019,file-srv-01,15.46,42.38,134173,107118,2988,11760,92,403,0,smbd,normal baseline,benign,benign,benign
M000975,2026-01-20 12:14:00,W019,mon-srv-01,21.27,61.55,107213,146241,10976,11769,116,416,0,prometheus,normal baseline,benign,benign,benign
M000974,2026-01-20 12:14:00,W019,portal-web-01,40.74,54.6,379241,1409151,17496,24035,107,432,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000972,2026-01-20 12:14:00,W019,ws-dev-02,20.56,51.52,104313,102182,7309,3448,124,324,1,dev-shell,normal baseline,benign,benign,benign
M000971,2026-01-20 12:14:00,W019,ws-finance-01,17.46,46.01,65014,96632,4624,5058,111,300,1,office-apps,normal baseline,benign,benign,benign
M000978,2026-01-20 12:15:00,W019,file-srv-01,11.71,42.72,129186,106884,8742,7658,90,424,0,smbd,normal baseline,benign,benign,benign
M000980,2026-01-20 12:15:00,W019,mon-srv-01,25.56,61.22,144052,190511,12212,11018,119,363,0,prometheus,normal baseline,benign,benign,benign
M000979,2026-01-20 12:15:00,W019,portal-web-01,42.46,54.62,365970,1396221,24295,25923,115,463,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000977,2026-01-20 12:15:00,W019,ws-dev-02,22.75,50.48,92183,96177,4867,6844,128,355,1,dev-shell,normal baseline,benign,benign,benign
M000976,2026-01-20 12:15:00,W019,ws-finance-01,14.87,47.69,99647,92662,2896,4048,110,330,1,office-apps,normal baseline,benign,benign,benign
M000983,2026-01-20 12:16:00,W019,file-srv-01,15.44,43.52,193467,84330,9408,10026,96,446,0,smbd,normal baseline,benign,benign,benign
M000985,2026-01-20 12:16:00,W019,mon-srv-01,22.33,61.13,153327,212925,19988,11727,122,416,0,prometheus,normal baseline,benign,benign,benign
M000984,2026-01-20 12:16:00,W019,portal-web-01,50.57,56.38,389436,1384395,20369,24120,108,438,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000982,2026-01-20 12:16:00,W019,ws-dev-02,23.55,49.57,119364,129267,4919,5834,133,394,1,dev-shell,normal baseline,benign,benign,benign
M000981,2026-01-20 12:16:00,W019,ws-finance-01,15.72,47.65,77036,75439,6246,3533,112,338,1,office-apps,normal baseline,benign,benign,benign
M000988,2026-01-20 12:17:00,W019,file-srv-01,20.72,41.73,181648,100633,9545,8874,89,421,0,smbd,normal baseline,benign,benign,benign
M000990,2026-01-20 12:17:00,W019,mon-srv-01,28.36,63.53,141817,247372,13397,10055,120,403,0,prometheus,normal baseline,benign,benign,benign
M000989,2026-01-20 12:17:00,W019,portal-web-01,42.47,55.74,354005,1415955,20675,25346,107,448,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000987,2026-01-20 12:17:00,W019,ws-dev-02,20.23,50.92,101950,89244,7064,5393,122,372,1,dev-shell,normal baseline,benign,benign,benign
M000986,2026-01-20 12:17:00,W019,ws-finance-01,13.75,47.67,120490,97801,6810,3476,110,293,1,office-apps,normal baseline,benign,benign,benign
M000993,2026-01-20 12:18:00,W019,file-srv-01,15.82,43.52,172336,71810,10714,12247,93,442,0,smbd,normal baseline,benign,benign,benign
M000995,2026-01-20 12:18:00,W019,mon-srv-01,25.68,60.15,123942,148157,16336,10534,118,409,0,prometheus,normal baseline,benign,benign,benign
M000994,2026-01-20 12:18:00,W019,portal-web-01,43.68,56.11,351602,1402419,25892,23331,111,463,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000992,2026-01-20 12:18:00,W019,ws-dev-02,21.54,51.45,153597,158193,4284,3866,121,411,1,dev-shell,normal baseline,benign,benign,benign
M000991,2026-01-20 12:18:00,W019,ws-finance-01,16.43,45.75,96014,85506,3488,3953,109,315,1,office-apps,normal baseline,benign,benign,benign
M000998,2026-01-20 12:19:00,W019,file-srv-01,15.99,43.47,216694,107631,9358,11016,90,436,0,smbd,normal baseline,benign,benign,benign
M001000,2026-01-20 12:19:00,W019,mon-srv-01,25.4,62.5,141717,229154,19844,11701,119,417,0,prometheus,normal baseline,benign,benign,benign
M000999,2026-01-20 12:19:00,W019,portal-web-01,42.61,56.48,384187,1410787,20560,21637,112,446,0,uwsgi,normal portal cache refresh,benign,benign,benign
M000997,2026-01-20 12:19:00,W019,ws-dev-02,23.51,52.72,112569,128540,7242,2152,121,326,1,dev-shell,normal baseline,benign,benign,benign
M000996,2026-01-20 12:19:00,W019,ws-finance-01,17.64,46.01,93591,55238,5443,3800,112,318,1,office-apps,normal baseline,benign,benign,benign
M001003,2026-01-20 12:20:00,W020,file-srv-01,14.27,44.66,226653,90200,7234,8830,91,422,0,smbd,normal baseline,benign,benign,benign
M001005,2026-01-20 12:20:00,W020,mon-srv-01,22.38,61.12,168073,135680,18078,7245,116,416,0,prometheus,normal baseline,benign,benign,benign
M001004,2026-01-20 12:20:00,W020,portal-web-01,39.9,57.1,119246,620000,9076,8542,118,379,1,portal-sync,helper state write,suspicious,Lateral/Persistence,"A14,A15,A16"
M001002,2026-01-20 12:20:00,W020,ws-dev-02,25.04,50.03,129670,150230,5616,6269,126,360,1,dev-shell,normal baseline,benign,benign,benign
M001001,2026-01-20 12:20:00,W020,ws-finance-01,19.49,47.75,78959,79882,4448,2690,112,303,1,office-apps,normal baseline,benign,benign,benign
M001008,2026-01-20 12:21:00,W020,file-srv-01,13.26,40.25,191697,53778,10111,11569,98,473,0,smbd,normal baseline,benign,benign,benign
M001010,2026-01-20 12:21:00,W020,mon-srv-01,23.2,63.09,114957,146958,19347,6675,116,420,0,prometheus,normal baseline,benign,benign,benign
M001009,2026-01-20 12:21:00,W020,portal-web-01,18.02,56.3,90393,107399,10726,6660,99,365,0,nginx,normal baseline,benign,benign,benign
M001007,2026-01-20 12:21:00,W020,ws-dev-02,19.84,48.86,139576,71246,7663,4515,131,362,1,dev-shell,normal baseline,benign,benign,benign
M001006,2026-01-20 12:21:00,W020,ws-finance-01,17.43,47.01,93227,71286,5669,4661,110,346,1,office-apps,normal baseline,benign,benign,benign
M001013,2026-01-20 12:22:00,W020,file-srv-01,12.36,43.28,156459,82583,8739,4942,92,394,0,smbd,normal baseline,benign,benign,benign
M001015,2026-01-20 12:22:00,W020,mon-srv-01,24.02,61.37,118469,163299,13905,6989,119,434,0,prometheus,normal baseline,benign,benign,benign
M001014,2026-01-20 12:22:00,W020,portal-web-01,17.84,57.6,99038,127763,7085,5008,102,346,0,nginx,normal baseline,benign,benign,benign
M001012,2026-01-20 12:22:00,W020,ws-dev-02,19.07,50.04,120496,131043,4152,6413,122,344,1,dev-shell,normal baseline,benign,benign,benign
M001011,2026-01-20 12:22:00,W020,ws-finance-01,17.39,46.57,78131,80129,6300,4614,109,308,1,office-apps,normal baseline,benign,benign,benign
M001018,2026-01-20 12:23:00,W020,file-srv-01,17.16,42.32,185292,90687,6672,10177,91,414,0,smbd,normal baseline,benign,benign,benign
M001020,2026-01-20 12:23:00,W020,mon-srv-01,23.84,62.72,106638,164669,12780,10281,112,387,0,prometheus,normal baseline,benign,benign,benign
M001019,2026-01-20 12:23:00,W020,portal-web-01,17.71,55.29,65485,135481,10586,7789,103,363,0,nginx,normal baseline,benign,benign,benign
M001017,2026-01-20 12:23:00,W020,ws-dev-02,22.14,50.15,103774,120132,6364,6135,122,361,1,dev-shell,normal baseline,benign,benign,benign
M001016,2026-01-20 12:23:00,W020,ws-finance-01,17.96,50.41,96244,109576,6497,2714,111,346,1,office-apps,normal baseline,benign,benign,benign
M001023,2026-01-20 12:24:00,W020,file-srv-01,12.3,43.81,271933,69008,4934,8198,89,401,0,smbd,normal baseline,benign,benign,benign
M001025,2026-01-20 12:24:00,W020,mon-srv-01,26.5,62.36,108851,197483,14571,9398,120,436,0,prometheus,normal baseline,benign,benign,benign
M001024,2026-01-20 12:24:00,W020,portal-web-01,15.0,54.7,90306,73141,8438,10928,100,376,0,nginx,normal baseline,benign,benign,benign
M001022,2026-01-20 12:24:00,W020,ws-dev-02,18.08,51.34,120995,79104,5759,4687,125,336,1,dev-shell,normal baseline,benign,benign,benign
M001021,2026-01-20 12:24:00,W020,ws-finance-01,21.01,45.33,86407,97921,3592,2731,117,298,1,office-apps,normal baseline,benign,benign,benign
M001028,2026-01-20 12:25:00,W020,file-srv-01,12.83,42.37,233594,134300,11542,8790,92,416,0,smbd,normal baseline,benign,benign,benign
M001030,2026-01-20 12:25:00,W020,mon-srv-01,25.03,61.24,150867,191141,12537,10855,116,401,0,prometheus,normal baseline,benign,benign,benign
M001029,2026-01-20 12:25:00,W020,portal-web-01,26.24,55.07,92441,104867,9725,8177,103,390,0,nginx,normal baseline,benign,benign,benign
M001027,2026-01-20 12:25:00,W020,ws-dev-02,18.38,49.52,118887,120781,4206,5473,127,354,1,dev-shell,normal baseline,benign,benign,benign
M001026,2026-01-20 12:25:00,W020,ws-finance-01,17.07,48.02,110923,102174,4327,4372,115,323,1,office-apps,normal baseline,benign,benign,benign
M001033,2026-01-20 12:26:00,W020,file-srv-01,16.58,42.13,165261,91434,7065,11373,98,393,0,smbd,normal baseline,benign,benign,benign
M001035,2026-01-20 12:26:00,W020,mon-srv-01,24.53,61.15,154500,174497,11902,10204,116,443,0,prometheus,normal baseline,benign,benign,benign
M001034,2026-01-20 12:26:00,W020,portal-web-01,18.09,54.96,97192,123804,11614,8641,104,397,0,nginx,normal baseline,benign,benign,benign
M001032,2026-01-20 12:26:00,W020,ws-dev-02,21.02,52.26,158877,71510,4642,4956,126,374,1,dev-shell,normal baseline,benign,benign,benign
M001031,2026-01-20 12:26:00,W020,ws-finance-01,14.86,46.29,83991,80348,5580,3595,109,296,1,office-apps,normal baseline,benign,benign,benign
M001038,2026-01-20 12:27:00,W020,file-srv-01,13.47,41.42,176461,134565,6370,7334,95,402,0,smbd,normal baseline,benign,benign,benign
M001040,2026-01-20 12:27:00,W020,mon-srv-01,24.92,62.92,104974,208666,14929,6616,120,429,0,prometheus,normal baseline,benign,benign,benign
M001039,2026-01-20 12:27:00,W020,portal-web-01,18.77,56.05,92410,117880,13625,7708,105,382,0,nginx,normal baseline,benign,benign,benign
M001037,2026-01-20 12:27:00,W020,ws-dev-02,22.82,49.05,116602,93493,5673,6823,125,381,1,dev-shell,normal baseline,benign,benign,benign
M001036,2026-01-20 12:27:00,W020,ws-finance-01,18.37,45.79,118080,79093,4870,3688,105,311,1,office-apps,normal baseline,benign,benign,benign
M001043,2026-01-20 12:28:00,W020,file-srv-01,18.41,43.49,186815,111191,8034,7362,94,422,0,smbd,normal baseline,benign,benign,benign
M001045,2026-01-20 12:28:00,W020,mon-srv-01,24.26,61.73,147632,165612,14617,10353,120,431,0,prometheus,normal baseline,benign,benign,benign
M001044,2026-01-20 12:28:00,W020,portal-web-01,17.96,54.27,117711,57653,10320,6833,108,336,0,nginx,normal baseline,benign,benign,benign
M001042,2026-01-20 12:28:00,W020,ws-dev-02,24.03,49.52,132114,122633,6000,4367,127,368,1,dev-shell,normal baseline,benign,benign,benign
M001041,2026-01-20 12:28:00,W020,ws-finance-01,12.62,45.41,89452,102744,3276,4137,109,331,1,office-apps,normal baseline,benign,benign,benign
M001048,2026-01-20 12:29:00,W020,file-srv-01,16.7,41.55,155779,105240,9183,7297,99,437,0,smbd,normal baseline,benign,benign,benign
M001050,2026-01-20 12:29:00,W020,mon-srv-01,21.95,61.25,174355,163386,14057,11538,121,410,0,prometheus,normal baseline,benign,benign,benign
M001049,2026-01-20 12:29:00,W020,portal-web-01,18.44,57.05,97156,110889,7043,6800,98,358,0,nginx,normal baseline,benign,benign,benign
M001047,2026-01-20 12:29:00,W020,ws-dev-02,18.63,51.56,92523,128692,5369,5231,129,381,1,dev-shell,normal baseline,benign,benign,benign
M001046,2026-01-20 12:29:00,W020,ws-finance-01,17.22,48.14,105040,77162,3596,5143,110,273,1,office-apps,normal baseline,benign,benign,benign
M001053,2026-01-20 12:30:00,W021,file-srv-01,10.36,42.78,153247,87682,10380,7745,97,417,0,smbd,normal baseline,benign,benign,benign
M001055,2026-01-20 12:30:00,W021,mon-srv-01,21.09,61.88,145804,222862,8051,7497,113,391,0,prometheus,normal baseline,benign,benign,benign
M001054,2026-01-20 12:30:00,W021,portal-web-01,18.67,55.69,78536,86651,9790,11681,105,367,0,nginx,normal baseline,benign,benign,benign
M001052,2026-01-20 12:30:00,W021,ws-dev-02,21.93,51.71,126229,136403,7871,7155,121,366,1,dev-shell,normal baseline,benign,benign,benign
M001051,2026-01-20 12:30:00,W021,ws-finance-01,17.6,47.66,80830,93000,4349,4521,115,330,1,office-apps,normal baseline,benign,benign,benign
M001058,2026-01-20 12:31:00,W021,file-srv-01,11.93,42.87,154191,71354,10584,11361,93,399,0,smbd,normal baseline,benign,benign,benign
