event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B003433,0,benign,0,benign,normal dependency lock update
B001690,0,benign,0,benign,append log ingestion summary
B003599,0,benign,0,benign,normal shared file read
B004391,0,benign,0,benign,desktop metadata update
B004722,0,benign,0,benign,desktop metadata update
B001694,0,benign,0,benign,append log ingestion summary
B003434,0,benign,0,benign,normal dependency fetch
B003435,0,benign,0,benign,normal dependency lock update
B001696,0,benign,0,benign,normal internal https request
B001697,0,benign,0,benign,append benign portal access log
B004125,0,benign,0,benign,normal docker metadata read
B001695,0,benign,0,benign,normal local development/test activity
B005596,0,benign,0,benign,desktop metadata update
B004702,0,benign,0,benign,desktop metadata update
B001712,0,benign,0,benign,normal smb/nfs shared file access
B001702,0,benign,0,benign,append log ingestion summary
B001698,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001699,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001701,0,benign,0,benign,scrape node_exporter on portal-web-01
B001703,0,benign,0,benign,collect syslog stream from ws-finance-01
B004484,0,benign,0,benign,normal test file read
B001709,0,benign,0,benign,imap mail synchronization
B001700,0,benign,0,benign,scrape node_exporter on file-srv-01
B001710,0,benign,0,benign,update mail cache
B003614,0,benign,0,benign,normal build command
B004101,0,benign,0,benign,normal network sensor write
B001708,0,benign,0,benign,normal document access
B001706,0,benign,0,benign,open internal portal page
B001707,0,benign,0,benign,update browser portal cache
B001713,0,benign,0,benign,normal internal https request
B001714,0,benign,0,benign,append benign portal access log
B001715,0,benign,0,benign,serve internal portal request
B004984,0,benign,0,benign,browser cache read
B001705,0,benign,0,benign,collect syslog stream from portal-web-01
B003436,0,benign,0,benign,normal dependency fetch
B003437,0,benign,0,benign,normal dependency lock update
B005146,0,benign,0,benign,normal test file read
B001711,0,benign,0,benign,normal local development/test activity
B001704,0,benign,0,benign,collect syslog stream from ws-dev-02
B001716,0,benign,0,benign,append log ingestion summary
B003832,0,benign,0,benign,normal test file read
E0036,1,Lateral,0,A14,ssh touchpoint to portal server
B004191,0,benign,0,benign,normal build command
B004721,0,benign,0,benign,normal network sensor write
B004135,0,benign,0,benign,normal docker metadata read
B001717,0,benign,0,benign,normal developer ssh to portal
B001718,0,benign,0,benign,normal developer ssh accepted
B001719,0,benign,0,benign,normal internal https request
B003668,0,benign,0,benign,normal metric wal write
B001720,0,benign,0,benign,append benign portal access log
B003438,0,benign,0,benign,normal dependency fetch
B003439,0,benign,0,benign,normal dependency lock update
B004655,0,benign,0,benign,normal spreadsheet read
B003641,0,benign,0,benign,normal shared file read
E0037,1,Lateral,0,A14,remote shell from compromised workstation
B001722,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001721,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001724,0,benign,0,benign,scrape node_exporter on portal-web-01
B001727,0,benign,0,benign,normal smb/nfs shared file access
B001728,0,benign,0,benign,benign lock/update file created by share service
B001723,0,benign,0,benign,scrape node_exporter on file-srv-01
B003846,0,benign,0,benign,normal build command
B001729,0,benign,0,benign,normal internal https request
B003440,0,benign,0,benign,normal dependency fetch
B001725,0,benign,0,benign,append log ingestion summary
B001730,0,benign,0,benign,append benign portal access log
B003441,0,benign,0,benign,normal dependency lock update
B004227,0,benign,0,benign,normal spreadsheet read
B005280,0,benign,0,benign,normal test file read
B004737,0,benign,0,benign,normal build command
B001726,0,benign,0,benign,normal local development/test activity
E0038,1,Persistence,0,A15,drop portal helper
B004661,0,benign,0,benign,normal metric wal write
B004896,0,benign,0,benign,normal test file read
E0039,1,Persistence,0,A15,make portal helper executable
B005593,0,benign,0,benign,normal network sensor write
B001734,0,benign,0,benign,normal local development/test activity
B001735,0,benign,0,benign,backup metadata sync to monitoring server
B001731,0,benign,0,benign,append log ingestion summary
B001736,0,benign,0,benign,normal backup manifest read
B004933,0,benign,0,benign,normal metric wal write
B004488,0,benign,0,benign,desktop metadata update
B003442,0,benign,0,benign,normal dependency fetch
B004018,0,benign,0,benign,normal docker metadata read
B003443,0,benign,0,benign,normal dependency lock update
B004731,0,benign,0,benign,normal portal config read
B001737,0,benign,0,benign,normal internal https request
B001738,0,benign,0,benign,append benign portal access log
B001739,0,benign,0,benign,serve internal portal request
B004559,0,benign,0,benign,normal spreadsheet read
B001732,0,benign,0,benign,open internal portal page
B001733,0,benign,0,benign,update browser portal cache
B004242,0,benign,0,benign,normal network sensor write
B001749,0,benign,0,benign,normal internal https request
B001750,0,benign,0,benign,append benign portal access log
B001745,0,benign,0,benign,normal document access
E0040,1,Discovery,0,A15,inspect portal application context
B005211,0,benign,0,benign,normal shared file read
B001741,0,benign,0,benign,scrape node_exporter on ws-dev-02
B003946,0,benign,0,benign,normal portal config read
B001742,0,benign,0,benign,scrape node_exporter on file-srv-01
B003945,0,benign,0,benign,normal spreadsheet read
B001743,0,benign,0,benign,scrape node_exporter on portal-web-01
B001740,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001751,0,benign,0,benign,benign log rotation
B001752,0,benign,0,benign,create new access log
B001746,0,benign,0,benign,normal package/source repository access
B001747,0,benign,0,benign,normal development file/cache update
B003647,0,benign,0,benign,normal metric wal write
B001748,0,benign,0,benign,normal smb/nfs shared file access
B001744,0,benign,0,benign,append log ingestion summary
B004179,0,benign,0,benign,normal rsync log append
B005555,0,benign,0,benign,normal web access log append
B003444,0,benign,0,benign,normal dependency fetch
B003445,0,benign,0,benign,normal dependency lock update
B001759,0,benign,0,benign,normal internal https request
B001760,0,benign,0,benign,append benign portal access log
B001754,0,benign,0,benign,collect syslog stream from ws-finance-01
B001757,0,benign,0,benign,imap mail synchronization
B001756,0,benign,0,benign,collect syslog stream from portal-web-01
B001758,0,benign,0,benign,update mail cache
B001753,0,benign,0,benign,append log ingestion summary
B004205,0,benign,0,benign,normal web access log append
B001755,0,benign,0,benign,collect syslog stream from ws-dev-02
B005072,0,benign,0,benign,normal shared file read
B005560,0,benign,0,benign,normal test file read
B003837,0,benign,0,benign,desktop metadata update
B005224,0,benign,0,benign,normal portal config read
B005059,0,benign,0,benign,normal rsync log append
B001763,0,benign,0,benign,scrape node_exporter on file-srv-01
B001770,0,benign,0,benign,normal local development/test activity
B001761,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001765,0,benign,0,benign,append log ingestion summary
B001762,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004674,0,benign,0,benign,normal build command
B001766,0,benign,0,benign,open internal portal page
B001767,0,benign,0,benign,update browser portal cache
B001773,0,benign,0,benign,normal internal https request
B001771,0,benign,0,benign,normal smb/nfs shared file access
B001774,0,benign,0,benign,append benign portal access log
B001772,0,benign,0,benign,benign lock/update file created by share service
B001775,0,benign,0,benign,serve internal portal request
B001764,0,benign,0,benign,scrape node_exporter on portal-web-01
B004707,0,benign,0,benign,normal docker metadata read
B001768,0,benign,0,benign,normal developer ssh to portal
B004301,0,benign,0,benign,browser cache read
B001769,0,benign,0,benign,normal developer ssh accepted
B003916,0,benign,0,benign,normal rsync log append
B001777,0,benign,0,benign,normal internal https request
B004389,0,benign,0,benign,normal network sensor write
B001778,0,benign,0,benign,append benign portal access log
B001776,0,benign,0,benign,append log ingestion summary
B004332,0,benign,0,benign,normal build command
B003860,0,benign,0,benign,normal network sensor write
B004840,0,benign,0,benign,normal web access log append
B004368,0,benign,0,benign,desktop metadata update
B001782,0,benign,0,benign,scrape node_exporter on portal-web-01
B001781,0,benign,0,benign,scrape node_exporter on file-srv-01
B004510,0,benign,0,benign,normal web access log append
B001779,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001780,0,benign,0,benign,scrape node_exporter on ws-dev-02
B003521,0,benign,0,benign,normal docker metadata read
B003619,0,benign,0,benign,normal network sensor write
B004421,0,benign,0,benign,desktop metadata update
B001786,0,benign,0,benign,normal internal https request
B004551,0,benign,0,benign,normal rsync log append
B001787,0,benign,0,benign,append benign portal access log
B004853,0,benign,0,benign,normal web access log append
B001784,0,benign,0,benign,normal document access
B004300,0,benign,0,benign,desktop metadata update
B001785,0,benign,0,benign,normal smb/nfs shared file access
B004975,0,benign,0,benign,normal docker metadata read
B001783,0,benign,0,benign,append log ingestion summary
B001791,0,benign,0,benign,normal local development/test activity
B001788,0,benign,0,benign,append log ingestion summary
B001792,0,benign,0,benign,normal internal https request
B001793,0,benign,0,benign,append benign portal access log
B001794,0,benign,0,benign,serve internal portal request
B001789,0,benign,0,benign,open internal portal page
B001790,0,benign,0,benign,update browser portal cache
B004897,0,benign,0,benign,normal rsync log append
B004225,0,benign,0,benign,normal web access log append
B005531,0,benign,0,benign,normal test file read
B001795,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001805,0,benign,0,benign,benign package metadata check
B001801,0,benign,0,benign,collect syslog stream from ws-dev-02
B003539,0,benign,0,benign,normal rsync log append
B001806,0,benign,0,benign,benign package cache update
B001798,0,benign,0,benign,scrape node_exporter on portal-web-01
B001797,0,benign,0,benign,scrape node_exporter on file-srv-01
B001796,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001808,0,benign,0,benign,normal smb/nfs shared file access
B001807,0,benign,0,benign,normal local development/test activity
B001800,0,benign,0,benign,collect syslog stream from ws-finance-01
B003466,0,benign,0,benign,normal portal cache refresh
B003467,0,benign,0,benign,normal portal cache refresh
B001799,0,benign,0,benign,append log ingestion summary
B003933,0,benign,0,benign,desktop metadata update
B001802,0,benign,0,benign,collect syslog stream from portal-web-01
B003877,0,benign,0,benign,normal spreadsheet read
B001809,0,benign,0,benign,normal internal https request
B001803,0,benign,0,benign,imap mail synchronization
B001810,0,benign,0,benign,append benign portal access log
B001804,0,benign,0,benign,update mail cache
B003730,0,benign,0,benign,normal build command
B001814,0,benign,0,benign,normal package/source repository access
B003468,0,benign,0,benign,normal portal cache refresh
B001811,0,benign,0,benign,append log ingestion summary
B001815,0,benign,0,benign,normal development file/cache update
B003469,0,benign,0,benign,normal portal cache refresh
B003913,0,benign,0,benign,desktop metadata update
B001817,0,benign,0,benign,normal internal https request
B001818,0,benign,0,benign,append benign portal access log
B004922,0,benign,0,benign,normal rsync log append
B001816,0,benign,0,benign,normal local development/test activity
B001812,0,benign,0,benign,normal developer ssh to portal
B001813,0,benign,0,benign,normal developer ssh accepted
B004638,0,benign,0,benign,normal rsync log append
B005000,0,benign,0,benign,normal test file read
B004411,0,benign,0,benign,normal shared file read
B001820,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001824,0,benign,0,benign,open internal portal page
B001822,0,benign,0,benign,scrape node_exporter on portal-web-01
B001825,0,benign,0,benign,update browser portal cache
B001821,0,benign,0,benign,scrape node_exporter on file-srv-01
B001829,0,benign,0,benign,normal internal https request
B001830,0,benign,0,benign,append benign portal access log
B001831,0,benign,0,benign,serve internal portal request
B005541,0,benign,0,benign,normal build command
B003470,0,benign,0,benign,normal portal cache refresh
B001819,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003471,0,benign,0,benign,normal portal cache refresh
B003814,0,benign,0,benign,normal docker metadata read
B001823,0,benign,0,benign,append log ingestion summary
B003586,0,benign,0,benign,normal build command
B005367,0,benign,0,benign,normal web access log append
B001828,0,benign,0,benign,normal smb/nfs shared file access
B005550,0,benign,0,benign,desktop metadata update
B001826,0,benign,0,benign,normal document access
B001827,0,benign,0,benign,autosave office document
B004535,0,benign,0,benign,normal shared file read
B003776,0,benign,0,benign,normal metric wal write
B004374,0,benign,0,benign,normal web access log append
B003472,0,benign,0,benign,normal portal cache refresh
B003473,0,benign,0,benign,normal portal cache refresh
B004980,0,benign,0,benign,normal metric wal write
B003589,0,benign,0,benign,normal docker metadata read
B004322,0,benign,0,benign,browser cache read
B001832,0,benign,0,benign,append log ingestion summary
B005370,0,benign,0,benign,normal portal config read
B001834,0,benign,0,benign,normal internal https request
B001835,0,benign,0,benign,append benign portal access log
B001833,0,benign,0,benign,normal local development/test activity
B001844,0,benign,0,benign,normal internal https request
B001836,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001845,0,benign,0,benign,append benign portal access log
B001837,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001840,0,benign,0,benign,append log ingestion summary
B003474,0,benign,0,benign,normal portal cache refresh
B001839,0,benign,0,benign,scrape node_exporter on portal-web-01
B003475,0,benign,0,benign,normal portal cache refresh
B001838,0,benign,0,benign,scrape node_exporter on file-srv-01
B003948,0,benign,0,benign,normal spreadsheet read
B005438,0,benign,0,benign,normal spreadsheet read
B003706,0,benign,0,benign,normal network sensor write
B001842,0,benign,0,benign,normal smb/nfs shared file access
B001841,0,benign,0,benign,normal local development/test activity
B001843,0,benign,0,benign,benign lock/update file created by share service
B004891,0,benign,0,benign,normal docker metadata read
B004531,0,benign,0,benign,normal portal config read
B004302,0,benign,0,benign,normal shared file read
B004547,0,benign,0,benign,normal test file read
B001846,0,benign,0,benign,append log ingestion summary
B001850,0,benign,0,benign,open internal portal page
B001851,0,benign,0,benign,update browser portal cache
B003476,0,benign,0,benign,normal portal cache refresh
B003477,0,benign,0,benign,normal portal cache refresh
B001852,0,benign,0,benign,imap mail synchronization
B001855,0,benign,0,benign,normal internal https request
B001856,0,benign,0,benign,append benign portal access log
B001853,0,benign,0,benign,update mail cache
B001857,0,benign,0,benign,serve internal portal request
B001849,0,benign,0,benign,collect syslog stream from portal-web-01
B001847,0,benign,0,benign,collect syslog stream from ws-finance-01
B001848,0,benign,0,benign,collect syslog stream from ws-dev-02
B001854,0,benign,0,benign,normal local development/test activity
B004964,0,benign,0,benign,normal metric wal write
B001860,0,benign,0,benign,scrape node_exporter on file-srv-01
B001865,0,benign,0,benign,normal developer ssh to portal
B001866,0,benign,0,benign,normal developer ssh accepted
B005021,0,benign,0,benign,desktop metadata update
B001859,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001858,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001861,0,benign,0,benign,scrape node_exporter on portal-web-01
B001868,0,benign,0,benign,normal smb/nfs shared file access
B005385,0,benign,0,benign,normal portal config read
B001863,0,benign,0,benign,normal document access
B001864,0,benign,0,benign,autosave office document
B001862,0,benign,0,benign,append log ingestion summary
B001869,0,benign,0,benign,normal internal https request
B001870,0,benign,0,benign,append benign portal access log
B003760,0,benign,0,benign,normal docker metadata read
B001867,0,benign,0,benign,normal local development/test activity
B003478,0,benign,0,benign,normal portal cache refresh
B003479,0,benign,0,benign,normal portal cache refresh
B004755,0,benign,0,benign,normal spreadsheet read
B004038,0,benign,0,benign,normal test file read
B003605,0,benign,0,benign,normal spreadsheet read
B005257,0,benign,0,benign,normal spreadsheet read
B003480,0,benign,0,benign,normal portal cache refresh
B003481,0,benign,0,benign,normal portal cache refresh
B004916,0,benign,0,benign,normal spreadsheet read
B005225,0,benign,0,benign,normal shared file read
B003900,0,benign,0,benign,normal test file read
B003943,0,benign,0,benign,normal spreadsheet read
B001871,0,benign,0,benign,append log ingestion summary
B001873,0,benign,0,benign,normal internal https request
B001874,0,benign,0,benign,append benign portal access log
B001872,0,benign,0,benign,normal local development/test activity
B001876,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001882,0,benign,0,benign,normal package/source repository access
B001883,0,benign,0,benign,normal development file/cache update
B001877,0,benign,0,benign,scrape node_exporter on file-srv-01
B001875,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001878,0,benign,0,benign,scrape node_exporter on portal-web-01
B003482,0,benign,0,benign,normal portal cache refresh
B003483,0,benign,0,benign,normal portal cache refresh
B001884,0,benign,0,benign,normal smb/nfs shared file access
B001885,0,benign,0,benign,benign lock/update file created by share service
B005101,0,benign,0,benign,normal docker metadata read
B001886,0,benign,0,benign,backup metadata sync to monitoring server
B001887,0,benign,0,benign,normal backup manifest read
B004877,0,benign,0,benign,normal docker metadata read
B005141,0,benign,0,benign,normal build command
B001879,0,benign,0,benign,append log ingestion summary
B001888,0,benign,0,benign,normal internal https request
B003968,0,benign,0,benign,normal test file read
B001889,0,benign,0,benign,append benign portal access log
B005501,0,benign,0,benign,normal portal config read
B001890,0,benign,0,benign,serve internal portal request
B001880,0,benign,0,benign,open internal portal page
B001881,0,benign,0,benign,update browser portal cache
B003484,0,benign,0,benign,normal portal cache refresh
B003485,0,benign,0,benign,normal portal cache refresh
B005068,0,benign,0,benign,normal web access log append
B001892,0,benign,0,benign,normal local development/test activity
B001893,0,benign,0,benign,normal internal https request
B001894,0,benign,0,benign,append benign portal access log
B004439,0,benign,0,benign,desktop metadata update
B004397,0,benign,0,benign,normal build command
B001891,0,benign,0,benign,append log ingestion summary
B005561,0,benign,0,benign,normal rsync log append
B001896,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001895,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001901,0,benign,0,benign,collect syslog stream from ws-dev-02
B001899,0,benign,0,benign,append log ingestion summary
B001898,0,benign,0,benign,scrape node_exporter on portal-web-01
B001902,0,benign,0,benign,collect syslog stream from portal-web-01
E0041,1,Persistence,0,A16,write helper state
B001905,0,benign,0,benign,imap mail synchronization
B001908,0,benign,0,benign,normal smb/nfs shared file access
B001897,0,benign,0,benign,scrape node_exporter on file-srv-01
B001906,0,benign,0,benign,update mail cache
B001903,0,benign,0,benign,normal document access
B001909,0,benign,0,benign,normal internal https request
B001910,0,benign,0,benign,append benign portal access log
B005230,0,benign,0,benign,normal portal config read
B001904,0,benign,0,benign,autosave office document
B005580,0,benign,0,benign,desktop metadata update
B001907,0,benign,0,benign,normal local development/test activity
B001900,0,benign,0,benign,collect syslog stream from ws-finance-01
B004228,0,benign,0,benign,normal build command
B004605,0,benign,0,benign,normal rsync log append
B005292,0,benign,0,benign,normal portal config read
B003970,0,benign,0,benign,normal test file read
B005126,0,benign,0,benign,normal network sensor write
B005335,0,benign,0,benign,normal metric wal write
B005556,0,benign,0,benign,normal web access log append
B001916,0,benign,0,benign,normal internal https request
B001917,0,benign,0,benign,append benign portal access log
B001918,0,benign,0,benign,serve internal portal request
B001914,0,benign,0,benign,normal developer ssh to portal
B001915,0,benign,0,benign,normal developer ssh accepted
B004061,0,benign,0,benign,normal portal config read
B001912,0,benign,0,benign,open internal portal page
B001911,0,benign,0,benign,append log ingestion summary
B001913,0,benign,0,benign,update browser portal cache
B005362,0,benign,0,benign,desktop metadata update
B005383,0,benign,0,benign,normal test file read
B001921,0,benign,0,benign,scrape node_exporter on file-srv-01
B001922,0,benign,0,benign,scrape node_exporter on portal-web-01
B001926,0,benign,0,benign,normal internal https request
B001919,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001927,0,benign,0,benign,append benign portal access log
B003865,0,benign,0,benign,browser cache read
B001920,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001924,0,benign,0,benign,normal smb/nfs shared file access
B001925,0,benign,0,benign,benign lock/update file created by share service
B004664,0,benign,0,benign,normal spreadsheet read
B004077,0,benign,0,benign,browser cache read
B004586,0,benign,0,benign,desktop metadata update
B001923,0,benign,0,benign,append log ingestion summary
B003717,0,benign,0,benign,normal test file read
B003939,0,benign,0,benign,normal rsync log append
B003833,0,benign,0,benign,normal portal config read
B005294,0,benign,0,benign,normal build command
B001928,0,benign,0,benign,append log ingestion summary
B004104,0,benign,0,benign,desktop metadata update
B005071,0,benign,0,benign,normal docker metadata read
B003818,0,benign,0,benign,normal network sensor write
B003842,0,benign,0,benign,normal spreadsheet read
B001929,0,benign,0,benign,normal internal https request
B001930,0,benign,0,benign,append benign portal access log
B005056,0,benign,0,benign,normal test file read
B003741,0,benign,0,benign,normal portal config read
B001936,0,benign,0,benign,open internal portal page
B001937,0,benign,0,benign,update browser portal cache
B001931,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001933,0,benign,0,benign,scrape node_exporter on file-srv-01
B001934,0,benign,0,benign,scrape node_exporter on portal-web-01
B001932,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001940,0,benign,0,benign,normal internal https request
B001941,0,benign,0,benign,append benign portal access log
B004952,0,benign,0,benign,desktop metadata update
B001942,0,benign,0,benign,serve internal portal request
B001943,0,benign,0,benign,benign log rotation
B001944,0,benign,0,benign,create new access log
B001939,0,benign,0,benign,normal smb/nfs shared file access
B004335,0,benign,0,benign,normal rsync log append
B001938,0,benign,0,benign,normal document access
B001935,0,benign,0,benign,append log ingestion summary
B003960,0,benign,0,benign,normal test file read
B001954,0,benign,0,benign,normal internal https request
B001955,0,benign,0,benign,append benign portal access log
B004736,0,benign,0,benign,normal spreadsheet read
B001948,0,benign,0,benign,collect syslog stream from portal-web-01
B005168,0,benign,0,benign,normal docker metadata read
B001947,0,benign,0,benign,collect syslog stream from ws-dev-02
B003807,0,benign,0,benign,normal shared file read
B004542,0,benign,0,benign,normal web access log append
B003516,0,benign,0,benign,normal metric wal write
B001949,0,benign,0,benign,imap mail synchronization
B001950,0,benign,0,benign,update mail cache
B001946,0,benign,0,benign,collect syslog stream from ws-finance-01
B001953,0,benign,0,benign,normal local development/test activity
B005410,0,benign,0,benign,normal docker metadata read
B001945,0,benign,0,benign,append log ingestion summary
B001951,0,benign,0,benign,normal package/source repository access
B001952,0,benign,0,benign,normal development file/cache update
B004956,0,benign,0,benign,normal network sensor write
B005132,0,benign,0,benign,browser cache read
B004502,0,benign,0,benign,normal shared file read
B001965,0,benign,0,benign,normal internal https request
B001958,0,benign,0,benign,scrape node_exporter on file-srv-01
B001963,0,benign,0,benign,normal smb/nfs shared file access
B001966,0,benign,0,benign,append benign portal access log
B001964,0,benign,0,benign,benign lock/update file created by share service
B004927,0,benign,0,benign,normal test file read
B004657,0,benign,0,benign,normal metric wal write
B001956,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001957,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001959,0,benign,0,benign,scrape node_exporter on portal-web-01
B001961,0,benign,0,benign,normal developer ssh to portal
B001962,0,benign,0,benign,normal developer ssh accepted
B005188,0,benign,0,benign,normal test file read
B001960,0,benign,0,benign,append log ingestion summary
B005012,0,benign,0,benign,normal test file read
B001971,0,benign,0,benign,normal internal https request
B001972,0,benign,0,benign,append benign portal access log
B001973,0,benign,0,benign,serve internal portal request
B003566,0,benign,0,benign,normal rsync log append
B001970,0,benign,0,benign,normal local development/test activity
B001967,0,benign,0,benign,append log ingestion summary
B001968,0,benign,0,benign,open internal portal page
B001969,0,benign,0,benign,update browser portal cache
B005486,0,benign,0,benign,normal test file read
B005508,0,benign,0,benign,desktop metadata update
B003560,0,benign,0,benign,normal metric wal write
B004832,0,benign,0,benign,normal metric wal write
B003518,0,benign,0,benign,normal web access log append
B003816,0,benign,0,benign,normal docker metadata read
B001976,0,benign,0,benign,scrape node_exporter on file-srv-01
B001980,0,benign,0,benign,normal local development/test activity
B001979,0,benign,0,benign,normal document access
B003849,0,benign,0,benign,normal build command
B001974,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003632,0,benign,0,benign,normal test file read
B001975,0,benign,0,benign,scrape node_exporter on ws-dev-02
B001977,0,benign,0,benign,scrape node_exporter on portal-web-01
B001982,0,benign,0,benign,normal internal https request
B001983,0,benign,0,benign,append benign portal access log
B001981,0,benign,0,benign,normal smb/nfs shared file access
B001978,0,benign,0,benign,append log ingestion summary
B004630,0,benign,0,benign,normal shared file read
B003726,0,benign,0,benign,normal portal config read
B005004,0,benign,0,benign,normal portal config read
B003950,0,benign,0,benign,normal docker metadata read
B004745,0,benign,0,benign,normal docker metadata read
B003934,0,benign,0,benign,normal rsync log append
B001985,0,benign,0,benign,normal local development/test activity
B001984,0,benign,0,benign,append log ingestion summary
B001986,0,benign,0,benign,normal internal https request
B001987,0,benign,0,benign,append benign portal access log
B004852,0,benign,0,benign,normal rsync log append
B004056,0,benign,0,benign,normal network sensor write
B004985,0,benign,0,benign,browser cache read
B001990,0,benign,0,benign,scrape node_exporter on file-srv-01
B001993,0,benign,0,benign,collect syslog stream from ws-finance-01
B001991,0,benign,0,benign,scrape node_exporter on portal-web-01
B001994,0,benign,0,benign,collect syslog stream from ws-dev-02
B001995,0,benign,0,benign,collect syslog stream from portal-web-01
B002000,0,benign,0,benign,normal local development/test activity
B001998,0,benign,0,benign,imap mail synchronization
B003987,0,benign,0,benign,desktop metadata update
B001999,0,benign,0,benign,update mail cache
B005458,0,benign,0,benign,normal web access log append
B001988,0,benign,0,benign,scrape node_exporter on ws-finance-01
B001989,0,benign,0,benign,scrape node_exporter on ws-dev-02
B005236,0,benign,0,benign,normal spreadsheet read
B002002,0,benign,0,benign,normal internal https request
B004809,0,benign,0,benign,normal portal config read
B002003,0,benign,0,benign,append benign portal access log
B002004,0,benign,0,benign,serve internal portal request
B001992,0,benign,0,benign,append log ingestion summary
B002001,0,benign,0,benign,normal smb/nfs shared file access
B005315,0,benign,0,benign,normal shared file read
B003568,0,benign,0,benign,desktop metadata update
B001996,0,benign,0,benign,open internal portal page
B001997,0,benign,0,benign,update browser portal cache
B004395,0,benign,0,benign,normal network sensor write
B002005,0,benign,0,benign,append log ingestion summary
B003576,0,benign,0,benign,desktop metadata update
B004417,0,benign,0,benign,normal portal config read
B002008,0,benign,0,benign,normal internal https request
B004185,0,benign,0,benign,normal network sensor write
B002009,0,benign,0,benign,append benign portal access log
E0042,1,C2,1,A17,periodic tls-like beacon to c2
B005247,0,benign,0,benign,normal metric wal write
B004905,0,benign,0,benign,normal docker metadata read
B002006,0,benign,0,benign,normal developer ssh to portal
B002007,0,benign,0,benign,normal developer ssh accepted
B004581,0,benign,0,benign,normal network sensor write
B004074,0,benign,0,benign,normal web access log append
B004424,0,benign,0,benign,normal test file read
B005445,0,benign,0,benign,browser cache read
B004811,0,benign,0,benign,normal shared file read
B005488,0,benign,0,benign,normal docker metadata read
B005144,0,benign,0,benign,normal metric wal write
B002012,0,benign,0,benign,scrape node_exporter on file-srv-01
B002013,0,benign,0,benign,scrape node_exporter on portal-web-01
B005305,0,benign,0,benign,normal shared file read
B002010,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002011,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002014,0,benign,0,benign,append log ingestion summary
B003827,0,benign,0,benign,desktop metadata update
B002016,0,benign,0,benign,normal package/source repository access
B002019,0,benign,0,benign,normal internal https request
B002020,0,benign,0,benign,append benign portal access log
B002015,0,benign,0,benign,normal document access
B002017,0,benign,0,benign,normal development file/cache update
B004173,0,benign,0,benign,normal test file read
B004734,0,benign,0,benign,desktop metadata update
B004444,0,benign,0,benign,normal test file read
B003966,0,benign,0,benign,normal rsync log append
B002018,0,benign,0,benign,normal smb/nfs shared file access
B004075,0,benign,0,benign,normal docker metadata read
B004931,0,benign,0,benign,normal web access log append
B002022,0,benign,0,benign,open internal portal page
B002023,0,benign,0,benign,update browser portal cache
B002021,0,benign,0,benign,append log ingestion summary
E0043,1,C2,1,A17,periodic tls-like beacon to c2
B002024,0,benign,0,benign,normal local development/test activity
B002025,0,benign,0,benign,backup metadata sync to monitoring server
B002026,0,benign,0,benign,normal backup manifest read
B005028,0,benign,0,benign,normal spreadsheet read
B003911,0,benign,0,benign,normal docker metadata read
B002027,0,benign,0,benign,normal internal https request
B002028,0,benign,0,benign,append benign portal access log
B002029,0,benign,0,benign,serve internal portal request
B004080,0,benign,0,benign,normal rsync log append
B003685,0,benign,0,benign,normal network sensor write
B002032,0,benign,0,benign,scrape node_exporter on file-srv-01
B002031,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002033,0,benign,0,benign,scrape node_exporter on portal-web-01
B002036,0,benign,0,benign,normal smb/nfs shared file access
B002030,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004441,0,benign,0,benign,normal web access log append
B002034,0,benign,0,benign,append log ingestion summary
B002037,0,benign,0,benign,normal internal https request
B002038,0,benign,0,benign,append benign portal access log
B004144,0,benign,0,benign,normal rsync log append
B003996,0,benign,0,benign,normal web access log append
B002035,0,benign,0,benign,normal local development/test activity
